Ambient Temperature (C),Beam Irradiance (W/m^2),Cell Temperature (C),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),Size,Wind Speed (m/s)
5.0,0.0,5.0,0.0,0.0,5.0,3.0
6.0,0.0,6.0,0.0,0.0,3.0,2.0
3.0,0.0,2.645,50.0,47.445,5.0,3.0
0.0,0.0,-0.155,72.0,70.043,4.0,1.0
8.0,568.0,21.233,76.0,228.734,2.0,0.0
16.0,0.0,17.348,81.0,76.988,5.0,0.0
10.0,301.0,37.49,389.0,714.224,1.0,1.0
12.0,0.0,12.0,0.0,0.0,5.0,2.0
12.0,285.0,21.973,192.0,316.699,4.0,1.0
6.0,0.0,4.754,35.0,33.8,5.0,2.0
3.0,0.0,3.0,0.0,0.0,4.0,2.0
6.0,864.0,33.55,75.0,732.369,1.0,1.0
11.0,0.0,11.0,0.0,0.0,1.0,1.0
2.0,0.0,2.0,0.0,0.0,1.0,1.0
3.0,0.0,3.0,0.0,0.0,4.0,1.0
16.0,706.0,37.592,136.0,605.74,4.0,1.0
8.0,0.0,8.0,0.0,0.0,5.0,1.0
4.0,0.0,4.0,0.0,0.0,5.0,2.0
1.0,0.0,-0.374,31.0,29.383,4.0,3.0
9.0,0.0,9.0,0.0,0.0,1.0,2.0
1.0,0.0,1.0,0.0,0.0,2.0,1.0
11.0,57.0,22.638,223.0,275.402,1.0,0.0
18.0,0.0,18.0,0.0,0.0,2.0,1.0
7.0,0.0,7.0,0.0,0.0,3.0,3.0
4.0,0.0,4.0,0.0,0.0,2.0,3.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
7.0,0.0,7.0,0.0,0.0,3.0,0.0
16.0,343.0,47.718,328.0,683.067,3.0,0.0
8.0,337.0,14.496,38.0,105.5,5.0,0.0
25.0,814.0,62.558,120.0,836.746,2.0,0.0
15.0,326.0,16.32,61.0,108.661,2.0,0.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
6.0,227.0,15.365,142.0,299.488,5.0,1.0
-4.0,0.0,-4.0,0.0,0.0,5.0,2.0
15.0,0.0,16.329,105.0,99.8,2.0,0.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
6.0,735.0,27.916,73.0,560.557,4.0,1.0
15.0,0.0,11.65,8.0,7.569,1.0,0.0
3.0,0.0,3.0,0.0,0.0,3.0,1.0
22.0,847.0,63.356,116.0,938.794,2.0,0.0
3.0,0.0,3.0,0.0,0.0,3.0,5.0
14.0,247.0,17.871,118.0,168.299,4.0,1.0
6.0,0.0,4.635,46.0,43.644,5.0,1.0
1.0,766.0,25.934,67.0,594.143,1.0,0.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
1.0,0.0,1.0,0.0,0.0,3.0,2.0
3.0,271.0,9.876,84.0,227.832,2.0,1.0
21.0,0.0,21.0,0.0,0.0,5.0,0.0
17.0,1.0,20.926,167.0,161.36,3.0,1.0
18.0,526.0,41.615,164.0,451.957,5.0,0.0
1.0,89.0,-0.673,10.0,30.4,4.0,2.0
13.0,678.0,21.482,51.0,287.578,1.0,1.0
8.0,134.0,11.355,101.0,171.208,1.0,2.0
11.0,0.0,11.0,0.0,0.0,5.0,0.0
1.0,0.0,1.0,0.0,0.0,4.0,0.0
18.0,0.0,18.0,0.0,0.0,5.0,1.0
6.0,0.0,6.0,0.0,0.0,3.0,0.0
7.0,0.0,4.674,18.0,17.05,2.0,0.0
16.0,0.0,16.0,0.0,0.0,2.0,0.0
25.0,867.0,65.611,117.0,949.95,3.0,0.0
6.0,0.0,6.0,0.0,0.0,4.0,2.0
5.0,0.0,5.0,0.0,0.0,3.0,0.0
20.0,698.0,36.865,84.0,393.964,1.0,0.0
4.0,0.0,4.05,60.0,57.376,4.0,1.0
5.0,700.0,14.414,75.0,351.023,4.0,2.0
16.0,825.0,48.791,80.0,689.249,4.0,0.0
20.0,204.0,21.7,36.0,39.114,4.0,0.0
-4.0,0.0,-4.0,0.0,0.0,1.0,2.0
16.0,17.0,25.44,283.0,291.772,2.0,1.0
2.0,0.0,2.0,0.0,0.0,1.0,1.0
6.0,0.0,6.0,0.0,0.0,3.0,4.0
12.0,0.0,7.626,2.0,1.889,2.0,0.0
7.0,0.0,7.0,0.0,0.0,5.0,0.0
8.0,828.0,33.286,109.0,775.658,2.0,1.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
7.0,0.0,7.0,0.0,0.0,4.0,0.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,2.0
21.0,546.0,41.184,122.0,387.981,2.0,0.0
-7.0,0.0,-7.0,0.0,0.0,1.0,4.0
10.0,127.0,29.623,306.0,396.813,4.0,0.0
-1.0,0.0,-1.0,0.0,0.0,4.0,2.0
0.0,32.0,7.798,108.0,136.252,5.0,0.0
19.0,485.0,53.601,308.0,775.992,2.0,0.0
19.0,233.0,34.692,218.0,361.877,5.0,0.0
7.0,0.0,6.344,57.0,54.659,1.0,1.0
7.0,767.0,30.604,60.0,522.048,3.0,0.0
-4.0,0.0,-4.0,0.0,0.0,5.0,3.0
10.0,0.0,9.703,68.0,66.443,2.0,2.0
7.0,0.0,8.235,101.0,97.151,4.0,1.0
3.0,0.0,3.0,0.0,0.0,4.0,2.0
8.0,0.0,8.0,0.0,0.0,3.0,1.0
17.0,583.0,56.478,291.0,875.646,1.0,0.0
7.0,0.0,7.0,0.0,0.0,3.0,0.0
15.0,0.0,15.0,0.0,0.0,4.0,0.0
5.0,0.0,5.0,0.0,0.0,5.0,4.0
3.0,0.0,3.0,0.0,0.0,2.0,3.0
3.0,0.0,3.0,0.0,0.0,1.0,1.0
7.0,29.0,14.418,265.0,287.582,1.0,2.0
15.0,711.0,29.046,58.0,353.015,5.0,1.0
13.0,0.0,13.485,79.0,75.122,1.0,1.0
5.0,687.0,17.35,88.0,375.568,5.0,1.0
14.0,0.0,14.0,0.0,0.0,1.0,1.0
12.0,0.0,12.0,0.0,0.0,2.0,1.0
3.0,0.0,3.0,0.0,0.0,2.0,1.0
21.0,777.0,59.374,148.0,910.574,2.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,2.0
14.0,882.0,57.932,128.0,1003.319,2.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,3.0
15.0,0.0,15.0,0.0,0.0,5.0,0.0
2.0,0.0,2.0,0.0,0.0,3.0,2.0
11.0,0.0,11.0,0.0,0.0,5.0,0.0
7.0,420.0,20.164,110.0,380.609,1.0,1.0
10.0,0.0,7.0,3.0,2.835,3.0,1.0
7.0,0.0,7.0,0.0,0.0,2.0,4.0
5.0,0.0,3.422,32.0,30.342,1.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,3.0
17.0,0.0,17.0,0.0,0.0,2.0,0.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
16.0,196.0,35.366,316.0,458.21,4.0,0.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
8.0,808.0,38.628,73.0,622.761,3.0,0.0
6.0,0.0,4.984,44.0,41.737,1.0,3.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
2.0,0.0,2.0,0.0,0.0,4.0,3.0
15.0,675.0,35.088,137.0,573.223,4.0,1.0
6.0,899.0,44.103,126.0,1011.005,1.0,1.0
12.0,223.0,17.882,128.0,177.036,5.0,0.0
16.0,218.0,39.276,349.0,529.922,2.0,0.0
19.0,477.0,57.985,349.0,855.966,5.0,0.0
12.0,401.0,34.912,229.0,496.577,3.0,0.0
16.0,791.0,46.592,74.0,678.532,4.0,0.0
16.0,0.0,16.0,0.0,0.0,3.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
-6.0,0.0,-6.0,0.0,0.0,5.0,2.0
3.0,0.0,3.0,0.0,0.0,5.0,2.0
-4.0,0.0,-4.0,0.0,0.0,4.0,3.0
9.0,0.0,7.029,18.0,17.043,1.0,2.0
10.0,0.0,10.0,0.0,0.0,3.0,2.0
-1.0,0.0,-1.0,0.0,0.0,1.0,1.0
20.0,896.0,63.989,111.0,1013.982,5.0,0.0
19.0,252.0,48.339,376.0,647.915,1.0,0.0
16.0,658.0,32.975,84.0,314.265,5.0,0.0
24.0,0.0,24.0,0.0,0.0,3.0,1.0
5.0,0.0,5.0,0.0,0.0,1.0,2.0
15.0,0.0,16.129,77.0,73.262,5.0,1.0
25.0,882.0,66.672,110.0,955.84,4.0,0.0
23.0,797.0,55.02,96.0,680.683,4.0,0.0
6.0,0.0,6.0,0.0,0.0,5.0,0.0
6.0,708.0,23.573,92.0,404.638,5.0,0.0
11.0,0.0,11.0,0.0,0.0,4.0,1.0
10.0,127.0,24.011,345.0,453.618,1.0,2.0
-2.0,0.0,-2.0,0.0,0.0,3.0,2.0
19.0,200.0,17.898,26.0,20.286,5.0,1.0
5.0,0.0,11.263,146.0,140.949,1.0,1.0
5.0,0.0,5.0,0.0,0.0,2.0,0.0
13.0,912.0,45.995,111.0,1032.024,5.0,2.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0
23.0,873.0,65.33,102.0,977.629,1.0,0.0
10.0,751.0,35.335,60.0,499.938,3.0,0.0
9.0,616.0,25.932,47.0,308.417,2.0,0.0
7.0,0.0,7.0,0.0,0.0,5.0,1.0
20.0,708.0,42.048,89.0,505.137,5.0,0.0
14.0,0.0,14.0,0.0,0.0,2.0,0.0
8.0,0.0,8.0,0.0,0.0,2.0,3.0
0.0,766.0,20.333,54.0,539.248,2.0,1.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
11.0,0.0,11.0,0.0,0.0,4.0,1.0
20.0,0.0,20.0,0.0,0.0,1.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0
22.0,716.0,56.828,151.0,754.981,4.0,0.0
7.0,10.0,11.459,167.0,174.138,5.0,1.0
16.0,0.0,16.0,0.0,0.0,3.0,1.0
10.0,0.0,9.462,76.0,73.709,4.0,0.0
14.0,0.0,14.0,0.0,0.0,5.0,0.0
11.0,252.0,9.901,35.0,27.073,4.0,1.0
19.0,0.0,19.0,0.0,0.0,3.0,0.0
12.0,0.0,12.0,0.0,0.0,5.0,1.0
15.0,0.0,15.0,0.0,0.0,5.0,0.0
-4.0,0.0,-4.0,0.0,0.0,3.0,2.0
20.0,174.0,18.509,16.0,12.065,2.0,1.0
4.0,0.0,6.088,132.0,132.17,5.0,1.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
14.0,18.0,22.745,240.0,243.737,2.0,1.0
17.0,0.0,17.0,0.0,0.0,4.0,1.0
4.0,673.0,20.743,61.0,468.189,4.0,1.0
26.0,617.0,40.127,70.0,259.887,3.0,0.0
3.0,0.0,3.0,0.0,0.0,5.0,1.0
8.0,2.0,11.663,173.0,169.247,4.0,1.0
6.0,650.0,22.778,63.0,423.442,3.0,1.0
16.0,343.0,47.718,328.0,683.067,4.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
5.0,535.0,14.031,42.0,228.363,3.0,1.0
6.0,0.0,6.0,0.0,0.0,3.0,1.0
13.0,781.0,38.131,129.0,748.082,3.0,1.0
21.0,401.0,56.624,365.0,789.577,2.0,0.0
16.0,843.0,59.101,147.0,966.652,2.0,0.0
4.0,0.0,5.704,89.0,84.958,4.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
10.0,158.0,23.496,282.0,383.896,3.0,1.0
13.0,0.0,13.0,0.0,0.0,4.0,0.0
0.0,60.0,-1.193,12.0,33.733,5.0,1.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
3.0,0.0,0.262,11.0,10.415,2.0,1.0
16.0,725.0,41.362,109.0,499.633,1.0,0.0
6.0,0.0,6.0,0.0,0.0,3.0,0.0
24.0,654.0,54.098,172.0,689.81,5.0,0.0
5.0,0.0,7.354,133.0,130.766,5.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0
2.0,0.0,2.0,0.0,0.0,2.0,0.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
14.0,31.0,28.072,331.0,358.978,1.0,1.0
-5.0,0.0,-5.0,0.0,0.0,1.0,2.0
4.0,0.0,6.993,132.0,131.472,5.0,1.0
18.0,568.0,57.591,305.0,901.357,1.0,0.0
6.0,717.0,21.208,63.0,372.365,3.0,1.0
10.0,0.0,10.0,0.0,0.0,1.0,1.0
2.0,133.0,5.704,35.0,91.929,4.0,0.0
13.0,238.0,12.009,34.0,26.358,2.0,1.0
17.0,0.0,17.0,0.0,0.0,3.0,1.0
4.0,0.0,4.0,0.0,0.0,4.0,4.0
19.0,913.0,59.57,80.0,917.921,2.0,0.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
14.0,0.0,14.0,0.0,0.0,2.0,1.0
7.0,0.0,6.552,62.0,58.877,4.0,0.0
6.0,0.0,6.0,0.0,0.0,1.0,0.0
15.0,0.0,21.186,140.0,133.586,3.0,0.0
15.0,0.0,15.0,0.0,0.0,1.0,0.0
13.0,750.0,37.175,134.0,676.758,2.0,1.0
15.0,794.0,50.145,143.0,797.133,5.0,0.0
5.0,0.0,5.0,0.0,0.0,4.0,2.0
5.0,481.0,9.03,67.0,157.292,5.0,0.0
6.0,0.0,4.984,44.0,41.737,3.0,3.0
12.0,193.0,22.762,128.0,179.75,3.0,0.0
16.0,725.0,41.362,109.0,499.633,3.0,0.0
16.0,169.0,14.836,30.0,23.396,5.0,1.0
5.0,0.0,5.059,78.0,76.922,3.0,1.0
7.0,0.0,7.0,0.0,0.0,4.0,2.0
18.0,528.0,48.115,214.0,610.176,4.0,0.0
15.0,0.0,15.799,79.0,75.169,5.0,1.0
7.0,0.0,7.0,0.0,0.0,1.0,0.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
19.0,0.0,16.822,12.0,11.367,1.0,0.0
9.0,0.0,10.83,102.0,99.776,4.0,2.0
7.0,886.0,32.396,126.0,962.152,1.0,4.0
6.0,0.0,6.0,0.0,0.0,3.0,0.0
5.0,127.0,12.884,163.0,271.709,4.0,1.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
-5.0,720.0,11.004,48.0,413.32,1.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
12.0,0.0,12.0,0.0,0.0,2.0,0.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
-2.0,555.0,8.064,67.0,361.052,1.0,3.0
20.0,540.0,32.57,74.0,225.899,4.0,0.0
20.0,397.0,30.75,88.0,191.833,1.0,0.0
9.0,0.0,15.517,79.0,75.193,3.0,0.0
6.0,602.0,10.762,66.0,198.66,5.0,1.0
7.0,0.0,7.0,0.0,0.0,1.0,5.0
7.0,0.0,7.0,0.0,0.0,4.0,3.0
14.0,833.0,51.676,123.0,807.622,4.0,0.0
2.0,21.0,0.002,19.0,20.2,4.0,2.0
1.0,0.0,1.0,0.0,0.0,2.0,2.0
10.0,750.0,27.401,79.0,430.474,2.0,1.0
5.0,76.0,7.136,36.0,63.979,2.0,1.0
12.0,0.0,12.0,0.0,0.0,2.0,0.0
9.0,0.0,17.074,119.0,116.685,3.0,0.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
7.0,0.0,7.0,0.0,0.0,1.0,2.0
24.0,835.0,56.868,104.0,760.388,3.0,0.0
5.0,0.0,5.0,0.0,0.0,2.0,2.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
21.0,117.0,19.027,13.0,9.565,5.0,0.0
15.0,711.0,29.046,58.0,353.015,3.0,1.0
13.0,0.0,13.0,0.0,0.0,2.0,1.0
17.0,0.0,17.0,0.0,0.0,5.0,1.0
12.0,0.0,12.0,0.0,0.0,2.0,0.0
13.0,0.0,13.128,78.0,74.126,2.0,2.0
5.0,504.0,9.117,40.0,145.732,5.0,2.0
8.0,473.0,20.949,97.0,224.688,4.0,0.0
1.0,0.0,5.988,87.0,85.054,2.0,1.0
17.0,0.0,17.0,0.0,0.0,3.0,0.0
11.0,0.0,11.0,0.0,0.0,5.0,1.0
8.0,0.0,8.0,0.0,0.0,2.0,1.0
7.0,0.0,7.0,0.0,0.0,3.0,4.0
15.0,0.0,15.0,0.0,0.0,4.0,1.0
20.0,0.0,20.0,0.0,0.0,4.0,1.0
0.0,485.0,8.262,28.0,214.335,5.0,1.0
25.0,38.0,27.869,55.0,53.85,1.0,0.0
17.0,552.0,32.367,102.0,289.316,4.0,0.0
8.0,0.0,8.0,0.0,0.0,2.0,1.0
14.0,254.0,19.194,87.0,110.897,2.0,0.0
11.0,0.0,11.0,0.0,0.0,2.0,0.0
12.0,0.0,12.0,0.0,0.0,4.0,1.0
11.0,0.0,8.286,10.0,9.469,1.0,1.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
7.0,0.0,7.0,0.0,0.0,3.0,5.0
8.0,0.0,8.0,0.0,0.0,3.0,0.0
3.0,0.0,3.0,0.0,0.0,1.0,1.0
20.0,348.0,43.893,264.0,541.324,1.0,0.0
6.0,0.0,6.0,0.0,0.0,5.0,2.0
2.0,0.0,2.0,0.0,0.0,1.0,1.0
3.0,0.0,3.0,0.0,0.0,1.0,1.0
8.0,0.0,8.0,0.0,0.0,3.0,1.0
17.0,878.0,53.836,80.0,826.406,2.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
4.0,0.0,1.589,7.0,6.62,3.0,2.0
20.0,853.0,52.306,119.0,856.708,1.0,1.0
19.0,578.0,42.643,144.0,469.804,5.0,0.0
5.0,0.0,5.0,0.0,0.0,4.0,1.0
20.0,70.0,40.304,368.0,445.668,5.0,0.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
11.0,0.0,11.0,0.0,0.0,4.0,0.0
7.0,679.0,29.863,68.0,435.524,1.0,0.0
6.0,505.0,19.21,47.0,228.679,3.0,0.0
11.0,0.0,11.0,0.0,0.0,1.0,2.0
11.0,0.0,11.0,0.0,0.0,1.0,1.0
3.0,0.0,3.0,0.0,0.0,3.0,0.0
13.0,0.0,11.234,18.0,17.067,3.0,1.0
-9.0,0.0,-9.0,0.0,0.0,2.0,4.0
16.0,0.0,16.0,0.0,0.0,1.0,1.0
7.0,0.0,8.961,74.0,70.309,3.0,0.0
15.0,0.0,15.0,0.0,0.0,1.0,1.0
7.0,0.0,7.0,0.0,0.0,2.0,2.0
11.0,0.0,11.0,0.0,0.0,1.0,1.0
-3.0,140.0,3.128,145.0,259.015,1.0,3.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
5.0,414.0,7.866,49.0,155.683,5.0,1.0
11.0,0.0,11.0,0.0,0.0,4.0,1.0
10.0,0.0,10.0,0.0,0.0,2.0,1.0
3.0,0.0,3.0,0.0,0.0,4.0,2.0
16.0,828.0,47.832,80.0,664.656,2.0,0.0
0.0,0.0,0.0,0.0,0.0,5.0,1.0
9.0,115.0,9.687,61.0,98.125,4.0,1.0
0.0,749.0,19.826,49.0,503.289,1.0,1.0
15.0,0.0,15.0,0.0,0.0,5.0,0.0
14.0,803.0,45.742,120.0,853.921,5.0,1.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
6.0,0.0,3.928,30.0,28.431,3.0,1.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
-2.0,0.0,-2.0,0.0,0.0,4.0,5.0
12.0,100.0,22.964,184.0,257.047,4.0,0.0
2.0,0.0,2.0,0.0,0.0,3.0,2.0
5.0,530.0,11.009,76.0,191.116,1.0,0.0
13.0,0.0,13.0,0.0,0.0,4.0,1.0
3.0,0.0,3.0,0.0,0.0,2.0,1.0
11.0,485.0,17.795,91.0,201.909,2.0,0.0
17.0,441.0,48.605,327.0,757.916,1.0,0.0
4.0,0.0,2.571,38.0,36.58,4.0,2.0
7.0,0.0,6.598,53.0,50.302,4.0,1.0
6.0,649.0,24.752,60.0,421.462,2.0,0.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
6.0,0.0,6.106,21.0,19.915,1.0,1.0
13.0,0.0,11.789,26.0,24.633,3.0,1.0
18.0,815.0,48.17,71.0,628.4,3.0,0.0
13.0,79.0,22.236,209.0,236.171,5.0,0.0
6.0,0.0,6.0,0.0,0.0,3.0,2.0
0.0,0.0,-2.423,24.0,22.735,4.0,0.0
0.0,147.0,-1.059,12.0,43.308,2.0,3.0
3.0,0.0,2.257,53.0,50.302,2.0,2.0
2.0,0.0,-1.216,3.0,2.835,5.0,1.0
-4.0,0.0,-4.0,0.0,0.0,1.0,4.0
22.0,780.0,61.332,141.0,884.307,3.0,0.0
0.0,352.0,9.593,29.0,161.462,2.0,0.0
10.0,0.0,10.0,0.0,0.0,3.0,3.0
2.0,5.0,2.419,98.0,102.504,3.0,0.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
10.0,0.0,10.0,0.0,0.0,4.0,0.0
3.0,0.0,3.0,0.0,0.0,1.0,2.0
7.0,0.0,7.0,0.0,0.0,5.0,0.0
4.0,0.0,4.0,0.0,0.0,5.0,2.0
11.0,0.0,11.0,0.0,0.0,3.0,3.0
11.0,0.0,11.0,0.0,0.0,4.0,2.0
7.0,5.0,12.959,177.0,173.315,4.0,0.0
-9.0,0.0,-9.0,0.0,0.0,1.0,3.0
11.0,34.0,18.054,120.0,140.195,5.0,0.0
18.0,863.0,57.445,113.0,866.075,3.0,0.0
3.0,0.0,6.174,114.0,115.404,1.0,0.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
7.0,524.0,18.624,77.0,310.706,4.0,0.0
16.0,0.0,17.809,58.0,55.226,4.0,1.0
7.0,813.0,39.64,78.0,695.404,4.0,0.0
5.0,0.0,5.0,0.0,0.0,3.0,2.0
10.0,0.0,10.292,89.0,84.604,2.0,2.0
10.0,207.0,21.903,161.0,304.361,1.0,0.0
17.0,0.0,17.0,0.0,0.0,3.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,2.0
9.0,0.0,9.0,0.0,0.0,1.0,0.0
-6.0,0.0,-6.0,0.0,0.0,1.0,3.0
11.0,0.0,11.0,0.0,0.0,5.0,1.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
14.0,0.0,11.765,14.0,13.287,3.0,1.0
19.0,879.0,54.465,73.0,772.283,2.0,0.0
0.0,0.0,-1.252,41.0,38.906,5.0,2.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0,0.0,5.0,2.0
11.0,0.0,11.0,0.0,0.0,5.0,2.0
-3.0,0.0,-4.513,12.0,11.355,1.0,5.0
7.0,0.0,7.0,0.0,0.0,4.0,1.0
7.0,30.0,18.978,215.0,250.622,1.0,0.0
12.0,864.0,54.738,137.0,968.072,5.0,0.0
9.0,482.0,14.397,59.0,216.761,5.0,1.0
3.0,0.0,3.0,0.0,0.0,4.0,2.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
25.0,674.0,40.626,70.0,290.133,3.0,0.0
21.0,547.0,52.025,229.0,731.921,2.0,0.0
11.0,0.0,11.0,0.0,0.0,4.0,2.0
6.0,12.0,15.194,234.0,236.792,2.0,1.0
25.0,867.0,65.611,117.0,949.95,4.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,4.0
5.0,0.0,6.244,119.0,117.971,2.0,3.0
7.0,0.0,7.0,0.0,0.0,1.0,2.0
20.0,748.0,50.661,120.0,698.724,1.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
8.0,0.0,5.977,12.0,11.359,3.0,2.0
7.0,0.0,13.537,80.0,76.141,2.0,1.0
9.0,0.0,9.0,0.0,0.0,3.0,0.0
-1.0,0.0,-1.0,0.0,0.0,3.0,2.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0
10.0,822.0,37.927,98.0,626.353,5.0,0.0
11.0,0.0,11.0,0.0,0.0,3.0,1.0
15.0,0.0,13.714,30.0,28.443,5.0,0.0
22.0,753.0,60.988,158.0,871.767,5.0,0.0
11.0,0.0,11.0,0.0,0.0,3.0,1.0
9.0,0.0,9.0,0.0,0.0,5.0,3.0
13.0,0.0,13.0,0.0,0.0,4.0,1.0
1.0,76.0,3.946,56.0,96.55,5.0,1.0
7.0,0.0,7.0,0.0,0.0,1.0,1.0
18.0,0.0,18.0,0.0,0.0,2.0,0.0
3.0,0.0,3.0,0.0,0.0,1.0,2.0
8.0,0.0,8.0,0.0,0.0,1.0,1.0
1.0,0.0,1.0,0.0,0.0,4.0,1.0
8.0,222.0,15.285,152.0,309.99,5.0,3.0
17.0,428.0,24.292,105.0,206.204,2.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,3.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
5.0,0.0,5.0,0.0,0.0,3.0,2.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
8.0,0.0,8.0,0.0,0.0,1.0,0.0
-4.0,0.0,-4.0,0.0,0.0,1.0,5.0
4.0,0.0,4.0,0.0,0.0,5.0,2.0
-1.0,0.0,-1.442,57.0,54.114,1.0,2.0
5.0,0.0,6.258,109.0,105.43,3.0,3.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
14.0,439.0,38.399,236.0,639.25,1.0,1.0
16.0,557.0,24.265,86.0,225.871,3.0,0.0
9.0,0.0,9.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
6.0,0.0,6.0,0.0,0.0,4.0,0.0
11.0,0.0,11.0,0.0,0.0,3.0,1.0
5.0,0.0,4.977,62.0,59.843,4.0,1.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
6.0,0.0,6.0,0.0,0.0,1.0,2.0
6.0,0.0,3.695,4.0,3.78,3.0,2.0
-2.0,796.0,19.073,53.0,554.64,5.0,1.0
11.0,822.0,48.264,117.0,789.797,3.0,0.0
7.0,779.0,24.778,115.0,629.863,2.0,2.0
17.0,0.0,17.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
7.0,642.0,40.17,235.0,862.792,4.0,1.0
17.0,0.0,21.409,75.0,71.226,3.0,0.0
10.0,127.0,24.011,345.0,453.618,5.0,2.0
6.0,0.0,6.0,0.0,0.0,1.0,0.0
7.0,770.0,33.424,65.0,575.906,4.0,0.0
5.0,0.0,5.0,0.0,0.0,1.0,2.0
16.0,447.0,49.729,295.0,726.879,1.0,0.0
4.0,0.0,3.312,57.0,54.115,3.0,2.0
9.0,0.0,6.416,15.0,14.198,3.0,1.0
16.0,172.0,44.372,372.0,530.215,3.0,0.0
13.0,119.0,31.254,301.0,385.992,4.0,0.0
-5.0,0.0,-5.0,0.0,0.0,5.0,3.0
6.0,0.0,6.0,0.0,0.0,2.0,2.0
10.0,0.0,10.0,0.0,0.0,4.0,1.0
17.0,206.0,25.165,148.0,227.891,1.0,0.0
19.0,701.0,38.362,121.0,552.678,4.0,1.0
19.0,53.0,28.321,187.0,210.058,2.0,0.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,4.0,3.0
5.0,0.0,6.313,65.0,61.752,5.0,1.0
14.0,28.0,26.284,289.0,308.31,1.0,0.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
7.0,0.0,7.347,88.0,89.358,4.0,1.0
7.0,228.0,7.157,21.0,83.459,2.0,2.0
14.0,0.0,11.47,11.0,10.409,5.0,1.0
13.0,99.0,29.297,348.0,453.656,3.0,1.0
