date,HouseType,RUs,EVs,HVAC,Isolation,Holiday,Seed
286.0,2.0,2.0,0.0,1.0,1.0,0.0,15.23
256.0,6.0,1.0,0.0,0.0,1.0,0.0,36.35
105.0,3.0,0.0,0.0,1.0,1.0,1.0,15.66
297.0,1.0,0.0,0.0,0.0,1.0,0.0,10.35
37.0,3.0,0.0,0.0,0.0,1.0,0.0,9.24
245.0,4.0,0.0,0.0,1.0,1.0,1.0,14.830000000000002
4.0,3.0,0.0,0.0,0.0,1.0,0.0,11.53
123.0,0.0,0.0,0.0,0.0,0.0,0.0,17.119999999999997
218.0,1.0,0.0,0.0,1.0,1.0,0.0,8.629999999999999
310.0,6.0,0.0,85.0,1.0,0.0,1.0,26.48
351.0,5.0,1.0,0.0,0.0,1.0,0.0,16.02
82.0,2.0,2.0,0.0,1.0,1.0,0.0,20.99
259.0,1.0,0.0,0.0,1.0,1.0,0.0,9.69
39.0,3.0,0.0,0.0,1.0,1.0,1.0,9.28
228.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
97.0,4.0,0.0,0.0,1.0,1.0,0.0,13.91
89.0,5.0,0.0,0.0,0.0,0.0,0.0,41.63
151.0,2.0,0.0,0.0,1.0,1.0,0.0,8.23
262.0,4.0,0.0,0.0,0.0,1.0,1.0,17.439999999999998
232.0,4.0,0.0,0.0,0.0,1.0,0.0,19.44
207.0,2.0,1.0,0.0,0.0,1.0,0.0,14.51
59.0,1.0,0.0,0.0,1.0,1.0,0.0,9.53
181.0,4.0,0.0,0.0,0.0,1.0,1.0,19.36
135.0,3.0,0.0,0.0,1.0,1.0,0.0,46.61000000000001
169.0,5.0,0.0,0.0,0.0,1.0,0.0,18.1
285.0,4.0,0.0,0.0,0.0,1.0,1.0,21.35
366.0,3.0,0.0,0.0,1.0,1.0,1.0,7.3
47.0,6.0,1.0,0.0,0.0,1.0,0.0,5.06
275.0,6.0,1.0,0.0,1.0,1.0,0.0,21.717
258.0,6.0,1.0,0.0,1.0,1.0,0.0,25.598
213.0,5.0,0.0,0.0,1.0,1.0,0.0,47.870000000000005
344.0,3.0,0.0,0.0,1.0,1.0,1.0,10.71
288.0,5.0,0.0,0.0,0.0,0.0,1.0,35.39999999999999
230.0,6.0,1.0,0.0,1.0,1.0,0.0,18.045
123.0,2.0,2.0,0.0,1.0,1.0,0.0,28.550000000000004
325.0,5.0,1.0,0.0,0.0,1.0,0.0,20.61
212.0,4.0,1.0,0.0,0.0,0.0,0.0,34.940000000000005
165.0,3.0,0.0,0.0,0.0,1.0,0.0,10.85
189.0,2.0,1.0,0.0,0.0,1.0,0.0,23.76
139.0,3.0,0.0,0.0,1.0,1.0,0.0,2.02
87.0,3.0,0.0,0.0,0.0,1.0,0.0,10.54
112.0,1.0,0.0,0.0,0.0,1.0,0.0,5.37
66.0,3.0,0.0,0.0,0.0,1.0,1.0,13.94
279.0,2.0,0.0,0.0,1.0,1.0,0.0,8.71
61.0,3.0,0.0,0.0,0.0,1.0,0.0,13.81
180.0,1.0,0.0,0.0,1.0,1.0,0.0,8.440000000000001
79.0,2.0,1.0,0.0,0.0,1.0,0.0,25.97
52.0,3.0,0.0,0.0,1.0,1.0,0.0,19.23
160.0,4.0,0.0,0.0,1.0,1.0,0.0,18.32
138.0,5.0,1.0,0.0,0.0,1.0,0.0,16.189999999999998
112.0,5.0,0.0,0.0,1.0,1.0,0.0,59.98
155.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
313.0,2.0,2.0,0.0,1.0,1.0,0.0,20.76
98.0,5.0,0.0,0.0,0.0,1.0,0.0,19.09
179.0,3.0,0.0,0.0,1.0,1.0,0.0,9.669999999999998
119.0,5.0,0.0,0.0,0.0,1.0,0.0,12.02
82.0,5.0,0.0,0.0,0.0,1.0,0.0,10.05
303.0,4.0,1.0,0.0,0.0,0.0,1.0,32.44
83.0,4.0,0.0,0.0,0.0,1.0,0.0,21.57
118.0,3.0,0.0,0.0,1.0,1.0,0.0,11.63
9.0,1.0,0.0,0.0,0.0,1.0,0.0,11.56
89.0,4.0,1.0,0.0,0.0,0.0,0.0,36.18000000000001
287.0,2.0,1.0,0.0,0.0,1.0,1.0,25.2
152.0,2.0,1.0,0.0,0.0,1.0,0.0,28.07
147.0,1.0,0.0,0.0,1.0,1.0,0.0,13.32
246.0,3.0,0.0,0.0,1.0,1.0,0.0,10.84
84.0,6.0,0.0,85.0,1.0,0.0,0.0,29.91
79.0,6.0,1.0,0.0,0.0,1.0,1.0,27.300000000000004
78.0,2.0,1.0,0.0,0.0,1.0,0.0,27.31
90.0,3.0,0.0,0.0,1.0,1.0,1.0,12.9
212.0,5.0,1.0,0.0,0.0,1.0,0.0,22.2
115.0,5.0,0.0,0.0,0.0,1.0,0.0,14.41
19.0,3.0,0.0,0.0,0.0,1.0,1.0,8.75
14.0,6.0,0.0,85.0,1.0,0.0,1.0,43.8
59.0,2.0,1.0,0.0,0.0,1.0,1.0,11.9
25.0,3.0,0.0,0.0,1.0,1.0,1.0,4.3
140.0,3.0,0.0,0.0,1.0,1.0,0.0,8.170000000000002
337.0,6.0,1.0,0.0,0.0,1.0,1.0,13.97
87.0,3.0,0.0,0.0,0.0,1.0,0.0,7.449999999999999
85.0,6.0,1.0,0.0,1.0,1.0,0.0,23.456
158.0,1.0,0.0,0.0,1.0,1.0,0.0,14.54
365.0,3.0,0.0,0.0,0.0,1.0,1.0,10.55
83.0,2.0,0.0,0.0,1.0,1.0,0.0,12.0
83.0,3.0,0.0,0.0,1.0,1.0,0.0,13.32
19.0,2.0,1.0,0.0,0.0,1.0,0.0,24.770000000000003
33.0,2.0,0.0,0.0,1.0,1.0,0.0,10.0
61.0,1.0,0.0,0.0,0.0,1.0,0.0,9.04
3.0,6.0,1.0,0.0,1.0,1.0,1.0,27.534
298.0,2.0,2.0,0.0,1.0,1.0,1.0,21.99
124.0,5.0,1.0,0.0,0.0,1.0,0.0,49.73
292.0,2.0,1.0,0.0,0.0,1.0,0.0,41.35
218.0,3.0,0.0,0.0,1.0,1.0,0.0,5.23
332.0,2.0,0.0,0.0,1.0,1.0,0.0,14.77
287.0,5.0,0.0,0.0,1.0,1.0,1.0,40.06
230.0,5.0,0.0,0.0,0.0,1.0,0.0,11.63
245.0,6.0,0.0,85.0,1.0,0.0,0.0,40.97
304.0,5.0,0.0,0.0,0.0,0.0,1.0,50.92
195.0,5.0,1.0,0.0,0.0,1.0,0.0,27.71
283.0,2.0,1.0,0.0,0.0,1.0,0.0,11.69
210.0,5.0,0.0,0.0,0.0,0.0,0.0,14.18
341.0,3.0,0.0,0.0,1.0,1.0,0.0,8.25
361.0,1.0,0.0,0.0,0.0,1.0,1.0,18.19
239.0,2.0,1.0,0.0,0.0,1.0,0.0,30.08
208.0,2.0,1.0,0.0,0.0,1.0,0.0,9.46
352.0,3.0,0.0,0.0,0.0,1.0,0.0,11.06
302.0,5.0,0.0,0.0,0.0,0.0,1.0,57.02
170.0,2.0,2.0,0.0,1.0,1.0,1.0,17.29
3.0,2.0,1.0,0.0,0.0,1.0,0.0,35.99
42.0,3.0,0.0,0.0,1.0,1.0,1.0,4.8500000000000005
336.0,6.0,0.0,85.0,1.0,0.0,0.0,33.879999999999995
16.0,2.0,1.0,0.0,0.0,1.0,0.0,40.76
265.0,2.0,0.0,0.0,1.0,1.0,1.0,28.43
135.0,5.0,1.0,0.0,0.0,1.0,1.0,14.5
234.0,1.0,0.0,0.0,0.0,1.0,1.0,9.62
67.0,4.0,0.0,0.0,0.0,1.0,0.0,26.13
58.0,5.0,0.0,0.0,0.0,1.0,0.0,22.71
267.0,5.0,1.0,0.0,0.0,1.0,0.0,24.24
55.0,4.0,0.0,0.0,1.0,1.0,0.0,15.36
342.0,6.0,0.0,85.0,1.0,0.0,0.0,43.16
343.0,6.0,1.0,0.0,1.0,1.0,0.0,36.467
135.0,1.0,0.0,0.0,1.0,1.0,1.0,26.23
69.0,4.0,0.0,0.0,1.0,1.0,0.0,17.2
247.0,6.0,1.0,0.0,0.0,1.0,1.0,55.05
110.0,4.0,1.0,0.0,0.0,0.0,0.0,38.02
26.0,4.0,0.0,0.0,1.0,1.0,0.0,11.71
137.0,5.0,0.0,0.0,0.0,0.0,1.0,45.77
129.0,5.0,0.0,0.0,0.0,1.0,1.0,18.04
312.0,3.0,0.0,0.0,1.0,1.0,0.0,6.69
152.0,4.0,0.0,0.0,1.0,1.0,0.0,14.85
148.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53
185.0,3.0,0.0,0.0,0.0,1.0,0.0,9.45
23.0,2.0,0.0,0.0,1.0,1.0,0.0,8.680000000000001
178.0,3.0,0.0,0.0,0.0,1.0,1.0,10.63
21.0,6.0,1.0,0.0,1.0,1.0,0.0,20.551
32.0,4.0,0.0,0.0,0.0,1.0,1.0,30.06
43.0,5.0,0.0,0.0,0.0,1.0,0.0,31.790000000000003
264.0,4.0,0.0,0.0,0.0,1.0,0.0,12.21
246.0,3.0,0.0,0.0,1.0,1.0,0.0,4.18
265.0,1.0,0.0,0.0,1.0,1.0,0.0,8.510000000000002
150.0,1.0,0.0,0.0,1.0,1.0,1.0,10.83
350.0,2.0,1.0,0.0,0.0,1.0,1.0,24.18
150.0,2.0,0.0,0.0,1.0,1.0,0.0,6.029999999999999
45.0,4.0,1.0,0.0,0.0,0.0,1.0,38.58
245.0,4.0,0.0,0.0,0.0,1.0,1.0,22.0
363.0,5.0,0.0,0.0,0.0,1.0,1.0,13.0
37.0,1.0,0.0,0.0,1.0,1.0,0.0,12.98
286.0,4.0,0.0,0.0,1.0,1.0,0.0,13.06
276.0,1.0,0.0,0.0,0.0,1.0,1.0,11.31
176.0,5.0,1.0,0.0,0.0,1.0,1.0,27.200000000000003
223.0,4.0,1.0,0.0,0.0,0.0,0.0,36.16
140.0,5.0,0.0,0.0,0.0,1.0,0.0,15.23
215.0,2.0,1.0,0.0,0.0,1.0,0.0,34.45
86.0,4.0,0.0,0.0,1.0,1.0,0.0,17.72
149.0,3.0,0.0,0.0,0.0,1.0,0.0,11.73
278.0,5.0,0.0,0.0,0.0,1.0,0.0,4.58
333.0,3.0,0.0,0.0,1.0,1.0,0.0,17.439999999999998
1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.220000000000001
254.0,4.0,1.0,0.0,0.0,0.0,0.0,13.57
90.0,3.0,0.0,0.0,1.0,1.0,0.0,11.58
199.0,5.0,0.0,0.0,0.0,1.0,1.0,15.07
128.0,4.0,1.0,0.0,0.0,0.0,0.0,47.260000000000005
146.0,2.0,1.0,0.0,0.0,1.0,0.0,41.87
40.0,5.0,0.0,0.0,0.0,1.0,0.0,13.16
215.0,4.0,0.0,0.0,1.0,1.0,0.0,19.26
291.0,5.0,0.0,0.0,0.0,1.0,0.0,20.57
164.0,6.0,1.0,0.0,1.0,1.0,1.0,25.359
54.0,6.0,0.0,85.0,1.0,0.0,0.0,40.040000000000006
99.0,6.0,0.0,85.0,1.0,0.0,0.0,45.61
13.0,6.0,1.0,0.0,1.0,1.0,0.0,23.819
303.0,1.0,0.0,0.0,0.0,1.0,0.0,5.84
243.0,2.0,1.0,0.0,0.0,1.0,0.0,42.23
358.0,1.0,0.0,0.0,0.0,1.0,1.0,12.25
246.0,6.0,0.0,85.0,1.0,0.0,1.0,42.74
233.0,2.0,1.0,0.0,0.0,1.0,0.0,23.55
33.0,5.0,1.0,0.0,0.0,1.0,0.0,15.11
329.0,6.0,0.0,85.0,1.0,0.0,0.0,39.94
318.0,6.0,0.0,85.0,1.0,0.0,1.0,40.82
220.0,3.0,0.0,0.0,1.0,1.0,0.0,13.79
252.0,2.0,0.0,0.0,1.0,1.0,1.0,8.42
22.0,6.0,0.0,85.0,1.0,0.0,0.0,44.99
339.0,2.0,1.0,0.0,0.0,1.0,1.0,13.44
29.0,6.0,1.0,0.0,1.0,1.0,0.0,34.131
362.0,3.0,0.0,0.0,1.0,1.0,1.0,30.82
329.0,3.0,0.0,0.0,1.0,1.0,0.0,7.949999999999999
50.0,3.0,0.0,0.0,1.0,1.0,0.0,5.61
329.0,3.0,0.0,0.0,1.0,1.0,0.0,7.81
247.0,2.0,1.0,0.0,0.0,1.0,0.0,13.89
284.0,2.0,1.0,0.0,0.0,1.0,1.0,34.71
135.0,3.0,0.0,0.0,1.0,1.0,0.0,5.46
274.0,5.0,0.0,0.0,1.0,1.0,0.0,32.02
200.0,3.0,0.0,0.0,1.0,1.0,0.0,7.07
70.0,6.0,1.0,0.0,0.0,1.0,1.0,91.29
66.0,4.0,0.0,0.0,1.0,1.0,1.0,19.39
194.0,5.0,0.0,0.0,0.0,1.0,0.0,0.04
357.0,3.0,0.0,0.0,1.0,1.0,1.0,3.93
263.0,1.0,0.0,0.0,0.0,1.0,0.0,13.99
46.0,2.0,1.0,0.0,0.0,1.0,0.0,44.39
49.0,6.0,0.0,85.0,1.0,0.0,1.0,49.73
4.0,2.0,1.0,0.0,0.0,1.0,0.0,37.18
37.0,4.0,0.0,0.0,0.0,1.0,0.0,48.19
231.0,6.0,1.0,0.0,1.0,1.0,1.0,23.752
164.0,4.0,0.0,0.0,0.0,1.0,0.0,33.11
58.0,5.0,1.0,0.0,0.0,1.0,1.0,11.94
162.0,3.0,0.0,0.0,1.0,1.0,0.0,6.96
220.0,6.0,1.0,0.0,1.0,1.0,0.0,26.238
196.0,5.0,1.0,0.0,0.0,1.0,0.0,28.21
170.0,6.0,1.0,0.0,1.0,1.0,0.0,21.006
70.0,3.0,0.0,0.0,1.0,1.0,0.0,19.21
346.0,4.0,0.0,0.0,0.0,1.0,0.0,23.13
304.0,6.0,1.0,0.0,1.0,1.0,0.0,24.772
293.0,4.0,0.0,0.0,1.0,1.0,0.0,27.21
31.0,5.0,0.0,0.0,0.0,1.0,1.0,29.46
59.0,5.0,0.0,0.0,0.0,0.0,0.0,56.150000000000006
223.0,4.0,0.0,0.0,0.0,1.0,0.0,19.07
210.0,2.0,1.0,0.0,0.0,1.0,0.0,29.77
341.0,5.0,0.0,0.0,0.0,1.0,0.0,4.9
115.0,4.0,0.0,0.0,0.0,1.0,0.0,18.57
296.0,2.0,1.0,0.0,0.0,1.0,0.0,16.97
18.0,6.0,1.0,0.0,0.0,1.0,0.0,11.86
85.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
280.0,3.0,0.0,0.0,0.0,1.0,0.0,18.28
296.0,3.0,0.0,0.0,1.0,1.0,1.0,21.730000000000004
199.0,6.0,0.0,85.0,1.0,0.0,1.0,36.41
112.0,3.0,0.0,0.0,0.0,1.0,1.0,10.44
189.0,6.0,1.0,0.0,0.0,1.0,1.0,88.57
89.0,6.0,0.0,85.0,1.0,0.0,0.0,35.07000000000001
277.0,4.0,0.0,0.0,0.0,1.0,0.0,29.440000000000005
191.0,1.0,0.0,0.0,0.0,1.0,0.0,11.53
214.0,6.0,1.0,0.0,1.0,1.0,1.0,41.129000000000005
172.0,4.0,0.0,0.0,1.0,1.0,0.0,11.52
174.0,5.0,0.0,0.0,0.0,1.0,0.0,27.72
287.0,1.0,0.0,0.0,0.0,1.0,1.0,6.69
177.0,5.0,0.0,0.0,0.0,1.0,1.0,12.36
12.0,3.0,0.0,0.0,0.0,1.0,0.0,7.460000000000001
66.0,3.0,0.0,0.0,1.0,1.0,0.0,1.45
76.0,2.0,1.0,0.0,0.0,1.0,0.0,26.73
111.0,5.0,1.0,0.0,0.0,1.0,0.0,24.23
231.0,2.0,1.0,0.0,0.0,1.0,1.0,14.95
257.0,5.0,0.0,0.0,0.0,0.0,0.0,11.65
213.0,6.0,1.0,0.0,1.0,1.0,0.0,19.965
270.0,2.0,0.0,0.0,1.0,1.0,0.0,8.9
110.0,2.0,2.0,0.0,1.0,1.0,0.0,15.83
7.0,2.0,1.0,0.0,0.0,1.0,1.0,22.18
69.0,1.0,0.0,0.0,1.0,1.0,0.0,13.87
315.0,5.0,1.0,0.0,0.0,1.0,0.0,31.62
145.0,5.0,0.0,0.0,0.0,0.0,0.0,32.53
134.0,5.0,0.0,0.0,0.0,1.0,0.0,4.65
300.0,4.0,0.0,0.0,0.0,1.0,1.0,14.72
137.0,1.0,0.0,0.0,0.0,1.0,0.0,5.539999999999999
6.0,1.0,0.0,0.0,1.0,1.0,1.0,16.54
82.0,3.0,0.0,0.0,1.0,1.0,0.0,7.359999999999999
222.0,6.0,0.0,85.0,1.0,0.0,0.0,48.68
268.0,5.0,0.0,0.0,0.0,1.0,1.0,30.33
53.0,4.0,0.0,0.0,0.0,1.0,0.0,9.2
205.0,5.0,1.0,0.0,0.0,1.0,0.0,27.89
307.0,5.0,0.0,0.0,1.0,1.0,1.0,58.16
252.0,6.0,0.0,85.0,1.0,0.0,0.0,36.43
138.0,5.0,0.0,0.0,0.0,1.0,0.0,12.85
74.0,3.0,0.0,0.0,0.0,1.0,1.0,6.030000000000001
247.0,5.0,0.0,0.0,1.0,1.0,0.0,20.06
5.0,5.0,0.0,0.0,1.0,1.0,1.0,12.8
348.0,3.0,0.0,0.0,1.0,1.0,0.0,24.68
3.0,5.0,0.0,0.0,0.0,0.0,1.0,29.29
285.0,2.0,1.0,0.0,0.0,1.0,0.0,18.0
23.0,6.0,1.0,0.0,1.0,1.0,0.0,23.586
220.0,5.0,1.0,0.0,0.0,1.0,1.0,15.72
130.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
244.0,3.0,0.0,0.0,1.0,1.0,1.0,46.37
219.0,3.0,0.0,0.0,1.0,1.0,0.0,13.16
296.0,5.0,0.0,0.0,0.0,0.0,0.0,49.2
139.0,2.0,2.0,0.0,1.0,1.0,0.0,30.31
83.0,4.0,0.0,0.0,1.0,1.0,0.0,18.99
344.0,2.0,0.0,0.0,1.0,1.0,1.0,11.63
160.0,1.0,0.0,0.0,1.0,1.0,0.0,10.5
280.0,2.0,1.0,0.0,0.0,1.0,1.0,17.52
179.0,5.0,0.0,0.0,0.0,1.0,0.0,17.21
230.0,2.0,1.0,0.0,0.0,1.0,0.0,23.1
280.0,1.0,0.0,0.0,0.0,1.0,1.0,6.760000000000001
21.0,5.0,0.0,0.0,0.0,0.0,1.0,20.89
67.0,4.0,0.0,0.0,1.0,1.0,0.0,25.59
141.0,3.0,0.0,0.0,1.0,1.0,1.0,8.5
48.0,6.0,1.0,0.0,1.0,1.0,1.0,19.557
82.0,3.0,0.0,0.0,0.0,1.0,0.0,21.94
54.0,3.0,0.0,0.0,1.0,1.0,1.0,31.32
281.0,3.0,0.0,0.0,1.0,1.0,1.0,3.64
308.0,2.0,2.0,0.0,1.0,1.0,1.0,21.42
60.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
176.0,2.0,2.0,0.0,1.0,1.0,0.0,30.980000000000004
285.0,4.0,0.0,0.0,0.0,1.0,0.0,25.73
207.0,5.0,1.0,0.0,0.0,1.0,1.0,28.92
335.0,5.0,0.0,0.0,0.0,1.0,0.0,15.61
359.0,5.0,1.0,0.0,0.0,1.0,1.0,4.8100000000000005
154.0,3.0,0.0,0.0,1.0,1.0,1.0,6.380000000000001
171.0,5.0,1.0,0.0,0.0,1.0,0.0,20.71
90.0,2.0,1.0,0.0,0.0,1.0,0.0,7.63
330.0,6.0,1.0,0.0,0.0,1.0,0.0,73.42000000000002
68.0,3.0,0.0,0.0,1.0,1.0,0.0,16.33
218.0,2.0,1.0,0.0,0.0,1.0,1.0,25.83
276.0,5.0,0.0,0.0,0.0,1.0,1.0,10.96
273.0,5.0,0.0,0.0,0.0,1.0,0.0,13.14
315.0,6.0,0.0,85.0,1.0,0.0,0.0,55.19
316.0,1.0,0.0,0.0,0.0,1.0,0.0,12.04
268.0,4.0,0.0,0.0,0.0,1.0,0.0,21.78
14.0,3.0,0.0,0.0,1.0,1.0,1.0,23.32
259.0,4.0,0.0,0.0,1.0,1.0,0.0,7.73
347.0,5.0,0.0,0.0,1.0,1.0,0.0,44.3
360.0,5.0,0.0,0.0,0.0,0.0,1.0,40.29
40.0,3.0,0.0,0.0,1.0,1.0,0.0,7.92
105.0,2.0,0.0,0.0,1.0,1.0,1.0,20.44
19.0,3.0,0.0,0.0,1.0,1.0,1.0,15.07
247.0,5.0,0.0,0.0,0.0,1.0,1.0,18.2
38.0,6.0,1.0,0.0,0.0,1.0,0.0,36.48
258.0,1.0,0.0,0.0,0.0,1.0,0.0,8.969999999999999
55.0,5.0,0.0,0.0,0.0,1.0,0.0,14.829999999999998
305.0,5.0,0.0,0.0,0.0,0.0,0.0,35.79
264.0,4.0,1.0,0.0,0.0,0.0,0.0,23.950000000000003
174.0,1.0,0.0,0.0,0.0,1.0,0.0,8.28
316.0,3.0,0.0,0.0,1.0,1.0,0.0,22.75
272.0,2.0,1.0,0.0,0.0,1.0,0.0,24.86
44.0,2.0,2.0,0.0,1.0,1.0,1.0,38.83
62.0,6.0,0.0,85.0,1.0,0.0,0.0,26.61
273.0,6.0,1.0,0.0,0.0,1.0,0.0,33.51
312.0,1.0,0.0,0.0,1.0,1.0,0.0,13.64
171.0,1.0,0.0,0.0,0.0,1.0,0.0,9.03
295.0,5.0,0.0,0.0,1.0,1.0,0.0,64.7
337.0,3.0,0.0,0.0,0.0,1.0,1.0,10.17
155.0,0.0,0.0,0.0,0.0,0.0,0.0,5.720000000000001
198.0,4.0,1.0,0.0,0.0,0.0,0.0,43.9
103.0,1.0,0.0,0.0,0.0,1.0,0.0,6.9
117.0,5.0,0.0,0.0,0.0,1.0,0.0,12.239999999999998
248.0,6.0,1.0,0.0,1.0,1.0,0.0,22.535
342.0,6.0,1.0,0.0,0.0,1.0,0.0,99.71
152.0,5.0,0.0,0.0,0.0,1.0,0.0,22.04
157.0,2.0,1.0,0.0,0.0,1.0,0.0,29.75
329.0,2.0,1.0,0.0,0.0,1.0,1.0,10.669999999999998
194.0,2.0,0.0,0.0,1.0,1.0,0.0,17.03
178.0,6.0,0.0,85.0,1.0,0.0,0.0,72.34
51.0,3.0,0.0,0.0,1.0,1.0,1.0,10.38
103.0,5.0,0.0,0.0,0.0,0.0,0.0,44.22
103.0,3.0,0.0,0.0,1.0,1.0,1.0,6.39
151.0,6.0,1.0,0.0,1.0,1.0,1.0,22.6
263.0,1.0,0.0,0.0,1.0,1.0,1.0,11.79
169.0,6.0,1.0,0.0,1.0,1.0,0.0,33.34
358.0,5.0,1.0,0.0,0.0,1.0,1.0,31.03
230.0,4.0,0.0,0.0,0.0,1.0,1.0,17.08
213.0,3.0,0.0,0.0,0.0,1.0,1.0,17.5
258.0,4.0,0.0,0.0,0.0,1.0,0.0,24.62
20.0,3.0,0.0,0.0,1.0,1.0,0.0,7.790000000000001
181.0,4.0,0.0,0.0,0.0,1.0,0.0,21.85
280.0,5.0,0.0,0.0,0.0,0.0,1.0,51.03
183.0,5.0,0.0,0.0,0.0,0.0,0.0,47.02
314.0,3.0,0.0,0.0,1.0,1.0,0.0,12.32
348.0,4.0,0.0,0.0,0.0,1.0,1.0,22.69
287.0,3.0,0.0,0.0,1.0,1.0,1.0,6.34
241.0,3.0,0.0,0.0,1.0,1.0,1.0,10.43
338.0,3.0,0.0,0.0,0.0,1.0,1.0,11.29
234.0,4.0,1.0,0.0,0.0,0.0,1.0,43.86
341.0,1.0,0.0,0.0,0.0,1.0,0.0,8.21
39.0,1.0,0.0,0.0,0.0,1.0,0.0,6.13
290.0,6.0,0.0,85.0,1.0,0.0,1.0,60.75
11.0,1.0,0.0,0.0,1.0,1.0,0.0,7.359999999999999
365.0,4.0,0.0,0.0,0.0,1.0,1.0,21.53
18.0,4.0,0.0,0.0,0.0,1.0,0.0,19.14
268.0,1.0,0.0,0.0,0.0,1.0,0.0,6.23
192.0,1.0,0.0,0.0,0.0,1.0,1.0,10.259999999999998
334.0,3.0,0.0,0.0,1.0,1.0,0.0,8.65
321.0,6.0,0.0,85.0,1.0,0.0,0.0,41.13
248.0,4.0,0.0,0.0,0.0,1.0,1.0,17.88
122.0,4.0,0.0,0.0,0.0,1.0,0.0,14.26
363.0,4.0,1.0,0.0,0.0,0.0,1.0,26.75
307.0,3.0,0.0,0.0,1.0,1.0,0.0,7.51
26.0,4.0,0.0,0.0,0.0,1.0,0.0,23.25
97.0,5.0,0.0,0.0,0.0,0.0,0.0,12.7
84.0,3.0,0.0,0.0,0.0,1.0,0.0,12.38
278.0,3.0,0.0,0.0,0.0,1.0,0.0,10.78
339.0,3.0,0.0,0.0,1.0,1.0,1.0,27.86
300.0,2.0,2.0,0.0,1.0,1.0,0.0,20.55
187.0,6.0,1.0,0.0,1.0,1.0,0.0,30.627
96.0,3.0,0.0,0.0,0.0,1.0,0.0,11.02
361.0,4.0,0.0,0.0,1.0,1.0,1.0,7.98
319.0,3.0,0.0,0.0,0.0,1.0,0.0,10.6
18.0,3.0,0.0,0.0,1.0,1.0,0.0,18.37
280.0,6.0,1.0,0.0,0.0,1.0,0.0,65.59
204.0,5.0,0.0,0.0,0.0,1.0,1.0,10.92
23.0,1.0,0.0,0.0,0.0,1.0,0.0,4.859999999999999
85.0,3.0,0.0,0.0,1.0,1.0,0.0,8.77
361.0,3.0,0.0,0.0,1.0,1.0,1.0,17.86
236.0,5.0,1.0,0.0,0.0,1.0,0.0,29.51
300.0,4.0,0.0,0.0,0.0,1.0,0.0,21.34
23.0,3.0,0.0,0.0,0.0,1.0,0.0,11.04
3.0,5.0,0.0,0.0,0.0,0.0,0.0,31.97
172.0,5.0,0.0,0.0,0.0,1.0,0.0,32.63
297.0,2.0,2.0,0.0,1.0,1.0,0.0,23.82
211.0,4.0,0.0,0.0,1.0,1.0,0.0,18.24
163.0,4.0,0.0,0.0,0.0,1.0,0.0,30.56
351.0,5.0,0.0,0.0,0.0,1.0,0.0,20.1
200.0,2.0,0.0,0.0,1.0,1.0,0.0,10.12
244.0,5.0,0.0,0.0,0.0,0.0,0.0,51.44
126.0,2.0,1.0,0.0,0.0,1.0,0.0,15.799999999999995
349.0,4.0,0.0,0.0,0.0,1.0,0.0,26.68
15.0,2.0,0.0,0.0,1.0,1.0,0.0,9.31
298.0,4.0,0.0,0.0,0.0,1.0,0.0,19.54
191.0,2.0,1.0,0.0,0.0,1.0,0.0,35.92
4.0,1.0,0.0,0.0,0.0,1.0,0.0,7.730000000000001
93.0,5.0,0.0,0.0,0.0,0.0,1.0,61.18
21.0,5.0,0.0,0.0,0.0,1.0,1.0,20.059999999999995
314.0,3.0,0.0,0.0,0.0,1.0,0.0,22.65
231.0,3.0,0.0,0.0,1.0,1.0,0.0,28.81
156.0,2.0,2.0,0.0,1.0,1.0,0.0,21.32
232.0,5.0,0.0,0.0,1.0,1.0,0.0,55.25
87.0,4.0,0.0,0.0,0.0,1.0,1.0,17.79
141.0,2.0,1.0,0.0,0.0,1.0,0.0,20.85
223.0,2.0,1.0,0.0,0.0,1.0,0.0,12.85
188.0,6.0,1.0,0.0,1.0,1.0,0.0,28.716
196.0,3.0,0.0,0.0,1.0,1.0,1.0,10.3
29.0,5.0,0.0,0.0,1.0,1.0,0.0,19.24
172.0,3.0,0.0,0.0,0.0,1.0,0.0,14.35
340.0,4.0,0.0,0.0,0.0,1.0,0.0,50.93
192.0,4.0,0.0,0.0,1.0,1.0,1.0,25.57
259.0,5.0,0.0,0.0,0.0,1.0,0.0,14.18
52.0,1.0,0.0,0.0,0.0,1.0,0.0,8.26
171.0,3.0,0.0,0.0,1.0,1.0,0.0,5.779999999999999
105.0,1.0,0.0,0.0,1.0,1.0,0.0,6.37
171.0,4.0,0.0,0.0,1.0,1.0,1.0,12.59
238.0,4.0,0.0,0.0,1.0,1.0,0.0,8.68
272.0,1.0,0.0,0.0,0.0,1.0,1.0,10.04
311.0,5.0,0.0,0.0,0.0,0.0,0.0,28.56
221.0,5.0,0.0,0.0,0.0,1.0,1.0,19.9
154.0,4.0,0.0,0.0,0.0,1.0,1.0,18.380000000000003
