AC System Output (W)
548.414
0.0
0.0
49.815
0.0
22.367
0.0
0.0
201.612
1221.32
1890.931
322.646
0.0
0.0
134.745
12.922
4.638
0.0
0.0
0.0
0.0
351.713
0.0
0.0
1787.168
1723.143
57.374
0.0
993.573
481.681
579.901
40.763
289.905
42.61
0.0
0.0
413.879
236.278
0.0
1969.558
0.0
0.0
0.0
1008.046
3034.21
0.0
458.072
0.0
0.0
72.806
0.0
0.0
75.06
0.0
172.247
0.0
0.0
2112.913
0.0
843.819
0.0
0.0
0.0
0.0
937.485
95.162
0.0
299.113
0.0
0.0
8.95
2679.943
1907.538
25.822
537.867
2.229
110.818
0.0
1147.89
158.336
0.0
0.0
0.0
716.087
819.389
22.035
0.0
1970.687
2007.726
0.0
2573.051
3214.54
1935.305
279.838
0.0
0.0
0.0
0.0
4.554
0.0
220.874
0.0
0.0
79.777
0.0
0.0
3599.976
335.472
0.0
314.489
0.0
298.611
0.0
590.954
387.617
79.926
576.453
214.861
0.0
0.0
0.0
0.0
0.0
0.0
17.171
0.0
1321.953
0.0
0.0
1353.352
576.805
0.0
55.225
0.0
141.838
423.42
0.0
0.0
269.142
0.0
720.787
86.748
337.388
0.0
0.0
32.601
0.0
434.38
0.0
0.0
10.882
566.144
911.459
0.0
0.0
200.702
0.0
0.0
1038.1
0.0
0.0
393.281
0.0
0.0
527.276
0.0
0.0
64.062
87.1
0.0
0.0
0.0
118.022
1132.418
0.0
0.0
0.0
376.326
873.61
110.724
0.0
528.651
62.05
0.0
0.0
510.844
391.047
0.0
0.0
0.0
0.0
0.0
1058.22
0.0
41.218
0.0
1257.758
127.573
896.639
1778.821
0.0
0.0
0.0
277.87
0.0
1414.131
0.0
0.0
1194.216
0.0
0.0
1840.906
0.0
9.497
1678.352
0.0
659.159
182.039
106.788
327.352
1405.808
0.0
0.0
0.0
0.0
57.759
1076.587
1103.449
0.0
0.0
0.0
342.117
0.0
1805.239
0.0
354.829
1647.896
496.379
2278.866
0.0
48.855
0.0
0.0
0.0
487.229
256.265
0.0
0.0
29.313
0.0
0.0
707.969
0.0
0.0
1506.99
0.0
0.0
0.0
0.0
0.0
0.0
0.0
716.846
0.0
0.0
1303.419
0.0
1792.716
1710.8
0.0
0.0
2.01
0.0
0.0
466.985
0.0
694.781
0.0
1439.991
0.0
1438.48
472.666
0.0
508.869
13.656
0.0
358.707
0.0
0.0
176.605
856.763
81.656
0.0
0.0
0.0
0.0
0.0
1487.109
91.427
3272.878
570.89
0.0
0.0
810.818
54.682
568.8
0.0
1217.699
703.324
141.705
0.0
0.0
37.741
0.0
0.0
1250.261
0.0
277.606
363.424
1257.967
0.0
63.201
0.0
2173.207
0.0
1654.947
0.0
89.612
536.865
0.0
0.0
1066.606
311.344
0.0
0.0
500.198
0.0
889.411
0.0
5.858
0.0
0.0
0.0
2671.799
433.74
1769.399
549.763
0.0
1931.06
66.858
0.0
0.0
271.826
0.0
0.0
87.228
114.173
91.897
0.0
1881.817
121.652
39.423
0.0
140.609
0.0
247.817
0.0
0.0
51.109
0.0
0.0
0.0
0.0
203.023
0.0
52.968
0.0
0.0
531.452
0.0
0.0
0.0
229.541
0.0
0.0
2767.986
0.0
0.0
1960.75
0.0
52.244
0.0
0.0
0.0
697.219
0.0
614.563
2087.747
0.0
8.664
0.0
209.512
0.0
354.572
0.0
0.0
263.072
1695.492
141.47
75.832
1498.178
155.832
25.178
0.0
219.973
0.0
2228.624
1120.069
0.0
663.021
60.422
319.173
62.269
716.951
2203.313
0.0
0.0
0.0
0.0
0.0
568.559
2112.397
0.0
0.0
0.0
0.0
0.0
0.0
0.0
126.46
0.0
0.0
1103.976
0.0
0.0
0.0
0.0
49.606
0.0
0.0
0.0
0.0
378.282
0.0
1053.932
0.0
0.0
0.0
0.0
1905.585
1672.561
1550.468
0.0
40.829
0.0
0.0
895.267
0.0
0.0
144.975
112.64
296.965
0.0
1060.61
1282.11
0.0
0.0
0.0
0.0
0.0
0.0
0.0
74.778
0.0
0.0
2.774
481.214
0.0
996.348
631.574
0.0
233.159
0.0
0.0
32.305
62.12
1211.534
0.0
0.0
0.0
0.0
0.0
406.401
0.0
777.529
0.0
0.0
0.148
0.0
0.0
0.0
0.0
159.062
0.0
1091.785
318.269
0.0
0.0
0.0
0.0
0.0
0.0
286.972
0.0
0.0
0.0
0.0
113.121
0.0
1782.07
1929.189
0.0
14.568
18.68
0.0
880.308
0.0
367.44
818.412
1091.093
880.995
0.0
1425.381
21.678
0.0
666.772
372.184
184.721
249.47
0.0
0.0
257.817
0.0
0.0
585.301
118.034
0.0
104.341
0.0
0.0
0.0
98.799
0.0
881.909
0.0
272.293
244.491
17.019
73.133
1368.85
0.0
340.866
0.0
0.0
544.064
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
19.618
0.0
926.808
317.785
4.602
0.0
0.0
0.0
3481.649
0.0
0.0
24.343
0.0
0.0
0.0
0.0
198.991
0.0
0.0
0.0
93.448
0.0
25.306
0.0
117.68
0.0
97.141
0.0
0.0
1954.074
0.0
0.0
0.0
0.0
0.0
613.157
196.819
0.0
0.0
198.829
480.335
0.0
446.149
1201.053
0.0
0.0
192.486
0.0
112.329
23.488
0.0
0.0
0.0
0.0
4.12
0.0
0.0
110.346
0.0
225.321
0.0
3229.078
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
958.902
282.003
930.946
0.0
108.029
0.0
0.0
0.0
339.174
3423.525
0.0
35.563
441.8
595.199
0.0
0.0
0.0
150.243
1115.986
348.609
497.631
0.0
0.0
0.0
510.945
0.0
468.156
1534.652
0.0
0.0
602.779
0.0
60.9
261.388
2041.109
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
248.973
0.0
0.0
0.0
0.0
0.0
0.0
523.193
0.0
18.299
565.17
161.04
348.019
0.0
437.512
552.838
254.057
1318.671
0.0
485.681
165.548
0.0
0.0
5.211
0.0
0.0
363.879
2571.632
0.0
0.0
0.0
0.0
0.0
1260.781
421.278
0.0
0.0
0.0
0.0
1268.282
41.286
0.0
89.133
0.0
0.0
0.0
0.0
0.0
1234.674
0.0
97.941
113.247
82.049
0.0
565.36
0.0
0.0
0.0
0.0
631.719
0.0
16.547
3400.323
656.51
0.0
0.0
0.0
355.723
0.0
135.643
694.679
223.07
228.341
669.19
32.233
0.0
805.691
502.55
0.0
10.541
0.0
0.0
133.288
83.493
1007.72
497.014
0.0
401.821
599.04
2668.607
29.875
0.0
0.0
0.0
604.065
71.583
583.142
1026.48
0.0
47.562
0.0
1204.279
0.0
225.978
500.639
800.154
555.847
0.0
1333.748
0.0
1801.928
1287.138
666.378
0.0
1896.708
0.0
0.0
1551.807
0.0
1846.333
138.715
0.0
415.0
0.0
347.504
141.258
385.833
0.0
0.0
2523.368
0.0
25.135
0.0
1456.756
1033.63
0.0
1852.98
0.0
0.0
0.0
0.0
428.134
663.239
0.0
126.49
213.187
0.0
155.866
0.0
0.0
0.0
430.975
370.511
0.0
0.0
314.418
0.0
2292.981
0.0
576.303
0.0
0.0
0.0
0.0
0.0
543.589
0.0
434.019
1349.796
32.647
0.0
0.0
2359.199
0.0
0.0
0.0
809.956
0.0
0.0
657.871
0.0
0.0
0.0
1281.104
1927.48
66.495
104.954
0.0
29.459
8.51
43.831
0.0
0.0
44.055
91.466
47.34
22.299
0.0
0.0
85.718
46.738
0.0
446.927
0.0
0.0
2466.467
0.0
180.334
0.0
1210.077
252.932
0.0
0.0
0.0
72.856
0.0
40.765
963.112
0.0
17.902
2612.871
21.014
940.478
0.0
0.0
0.0
827.261
0.0
0.0
682.846
0.0
0.0
0.0
0.0
780.96
40.904
65.12
0.0
1952.354
0.0
148.834
274.079
0.0
0.0
0.0
7.567
143.361
217.187
0.0
0.0
0.0
257.749
949.658
0.0
0.0
2152.187
2114.724
0.0
0.0
112.011
0.0
0.0
0.0
2462.118
0.0
0.0
2363.837
654.685
0.0
229.43
224.357
401.471
0.0
636.093
261.007
0.0
0.0
0.0
558.597
277.92
0.0
706.289
0.0
945.147
172.156
478.928
0.0
419.467
0.0
91.668
647.571
0.0
0.0
0.0
282.515
0.0
0.0
1111.747
0.0
78.228
0.0
0.0
0.0
0.0
21.03
0.0
958.987
498.64
0.0
640.905
491.046
115.952
0.0
174.162
0.0
0.0
0.0
0.0
0.0
0.0
363.732
1413.026
477.421
664.376
0.0
0.0
635.823
24.829
0.0
0.0
0.0
0.0
0.0
1025.745
704.068
262.253
0.0
1119.64
216.87
0.0
1177.071
0.0
0.0
154.3
909.523
0.0
0.0
239.952
0.0
9.246
315.046
140.814
1533.748
0.0
0.0
0.0
1484.593
0.0
1858.26
0.0
0.0
81.702
0.0
0.0
3821.783
262.086
0.0
1470.073
0.0
216.848
0.0
0.0
1154.091
0.0
0.0
0.0
0.0
0.0
0.0
131.072
0.0
41.241
0.0
0.0
0.0
8.054
0.0
53.294
0.0
2123.384
0.0
94.583
331.792
0.0
0.0
187.495
0.0
0.0
0.0
90.482
0.0
0.0
1964.272
41.336
14.373
0.0
0.0
0.0
0.0
893.724
0.0
0.0
0.0
0.0
0.0
0.0
1011.077
344.629
131.314
746.663
442.897
0.0
9.847
0.0
0.0
1401.029
0.0
446.792
0.0
1435.604
117.23
0.0
0.0
1131.705
285.036
0.0
475.175
0.0
0.0
0.0
318.918
294.961
0.0
1326.042
0.0
265.586
1024.271
166.715
679.768
533.492
374.177
48.021
0.0
93.946
0.0
164.488
0.0
6.762
575.255
226.192
0.0
45.845
0.0
540.897
0.0
0.0
0.0
0.0
691.136
2936.535
0.0
0.0
524.581
830.077
336.987
809.141
0.0
0.0
0.0
0.0
90.729
0.0
84.279
0.0
852.69
0.0
0.0
53.483
0.0
1109.197
0.0
769.761
0.0
1747.221
200.815
0.0
0.0
0.0
0.0
1297.391
79.07
0.0
0.0
0.0
1172.08
1745.029
206.726
460.57
0.0
786.76
0.0
1020.51
1327.558
2151.905
0.0
0.0
0.0
0.0
65.296
84.8
0.0
0.0
0.0
228.99
27.952
0.0
2325.043
5.538
0.0
0.0
0.0
1513.225
2285.825
161.181
2764.893
0.0
0.0
0.0
1021.688
0.0
0.0
1165.771
0.0
908.408
0.0
0.0
728.901
1563.331
0.0
836.392
0.0
0.0
0.0
255.497
0.0
0.0
0.0
0.0
0.0
0.0
1009.878
0.0
79.604
0.0
592.556
0.0
177.831
87.788
140.59
839.514
0.0
0.0
0.0
206.168
0.0
0.0
0.0
24.924
0.0
2691.747
1288.334
121.139
291.574
0.0
0.0
0.0
0.0
509.546
0.0
40.83
0.0
2228.006
