Month,Day,Coverage,Generation,Consumption
6.0,9.0,7.159697580066833,1.769145831461623,24.709784340431717
6.0,10.0,11.77399569972573,2.912171559270773,24.733927491910084
6.0,11.0,20.378604624004293,5.045349328947807,24.758070643388443
6.0,12.0,24.618937559553775,6.10111774003338,24.782213794866802
6.0,13.0,24.678878231121423,6.121930624365852,24.806356946345158
6.0,14.0,8.704393216272011,2.161344366081366,24.83050009782352
6.0,15.0,23.340781173835197,5.801267892356954,24.85464324930188
6.0,16.0,24.737842273653293,6.15447493942412,24.87878640078024
6.0,17.0,7.5449059557333875,1.8789026149404486,24.9029295522586
6.0,18.0,4.961039539484716,1.2366419328684923,24.92707270373696
6.0,19.0,6.241589789446973,1.557352541161994,24.951215855215324
6.0,20.0,19.361677878068566,4.835648559767216,24.97535900669368
6.0,21.0,22.41210444293798,5.602914533904053,24.999502158172042
6.0,22.0,19.208857403138207,4.806756344597828,25.023645309650398
6.0,23.0,4.471138439705504,1.1199212981816475,25.047788461128754
6.0,24.0,4.4873209192993455,1.125058032124945,25.07193161260712
6.0,25.0,13.058666542604394,3.277212718724615,25.096074764085476
6.0,26.0,8.903938254697435,2.2366886926472467,25.120217915563835
6.0,27.0,19.838888121706592,4.988361661008451,25.144361067042194
6.0,28.0,21.82974545448743,5.493723714699709,25.166228924443974
6.0,29.0,20.317343143930135,5.116175489368704,25.18132146080909
6.0,30.0,22.97833704771372,5.789716932208007,25.19641399717421
7.0,1.0,23.504408849559887,5.925815572776587,25.21150653353933
7.0,2.0,23.22180721276809,5.858072202351159,25.226599069904445
7.0,3.0,23.071102197552946,5.823536466873596,25.24169160626957
7.0,4.0,20.78533924933578,5.251163334767921,25.263784592477737
7.0,5.0,21.2704803475472,5.378688872439803,25.287105813104244
7.0,6.0,7.240047573861584,1.8324869583896306,25.31042703373076
7.0,7.0,23.043613228253395,5.837810963953487,25.333748254357275
7.0,8.0,21.30031385010988,5.398405828431836,25.34425486131505
7.0,9.0,19.44285143203353,4.929457508053967,25.35357288145669
7.0,10.0,11.935403066874214,3.027163258517328,25.36289090159833
7.0,11.0,17.75643038267292,4.505198613735085,25.37220892173997
7.0,12.0,6.20668860110082,1.5750945518163977,25.377373556924354
7.0,13.0,13.019012473725386,3.3044814098946165,25.381966693431092
7.0,14.0,9.939265944206317,2.5232376955825715,25.386559829937827
7.0,15.0,23.362776978458133,5.932078439809601,25.39115296644457
7.0,16.0,22.640000484333278,5.749597040708224,25.3957461029513
7.0,17.0,15.523996969978619,3.943147893897756,25.400339239458038
7.0,18.0,22.077955662002775,5.6088897059272895,25.40493237596477
7.0,19.0,15.50623037878191,3.9400595641191973,25.40952551247151
7.0,20.0,21.89683924795492,5.564888706851298,25.414118648978242
7.0,21.0,21.363871446761646,5.430420909273862,25.418711785484977
7.0,22.0,19.98871033992547,5.081790779692939,25.423304921991722
7.0,23.0,21.245871355162084,5.400798408503878,25.420460842579903
7.0,24.0,21.53987057881714,5.474180210466892,25.41417410302521
7.0,25.0,20.434423919838828,5.191955412926728,25.407887363470522
7.0,26.0,21.66301400566459,5.502752300821868,25.40160062391582
7.0,27.0,22.453623627294107,5.702168198564409,25.39531388436112
7.0,28.0,14.475622444027337,3.675434925228568,25.39051387558853
7.0,29.0,9.774004837064933,2.4814805637257384,25.388575155145006
7.0,30.0,15.519878902193,3.9395384864688077,25.383822330676438
7.0,31.0,13.762578860204261,3.4927011481962467,25.37824621151278
8.0,1.0,19.673539147599534,4.990960176614273,25.368898494418808
8.0,2.0,21.67639523771364,5.496903560179485,25.35893768266278
8.0,3.0,21.45926649026334,5.4397044992831,25.348976870906764
8.0,4.0,21.156652837707828,5.360240892389658,25.335959017279038
8.0,5.0,21.315547730422544,5.395912482580472,25.314444417861118
8.0,6.0,21.38061974800592,5.407785147611342,25.29292981844319
8.0,7.0,21.739224668037277,5.493809731256469,25.271415219025275
8.0,8.0,21.35820982337637,5.392926754529747,25.249900619607345
8.0,9.0,21.55159875772997,5.440610834374295,25.244581135415288
8.0,10.0,20.587226628564785,5.19746142144238,25.246049481142354
8.0,11.0,17.71038210901941,4.471410379440165,25.247396424964762
8.0,12.0,4.680325341881039,1.1817233343958544,25.248743368787174
8.0,13.0,6.451271689589754,1.6289519279332276,25.250090312609586
8.0,14.0,11.548879048827315,2.91625794683585,25.251437256432
8.0,15.0,13.718653292831732,3.4643419112198943,25.25278420025442
8.0,16.0,10.259338436826262,2.590907892787898,25.25414195800132
8.0,17.0,18.571023087021324,4.69020543619543,25.255503771751055
8.0,18.0,13.568501233858916,3.4269781186027646,25.256865585500805
8.0,19.0,18.127235892393816,4.578618462899395,25.25822739925055
8.0,20.0,15.990876949534874,4.039229829008863,25.259589213000304
8.0,21.0,19.333584264897887,4.883847252871309,25.26095102675005
8.0,22.0,19.05651875856728,4.814117385297792,25.26231284049979
8.0,23.0,19.050262112154456,4.815005306084401,25.27527063794219
8.0,24.0,19.35937943328327,4.896841195904535,25.294412007265727
8.0,25.0,15.22474224050925,3.853923253499442,25.313553376589265
8.0,26.0,19.39636183414238,4.912797215160281,25.328446938500328
8.0,27.0,19.43348997194776,4.925092847345514,25.34332667191989
8.0,28.0,16.510324570761416,4.186722182845155,25.358206405339452
8.0,29.0,6.933189432613345,1.7591641269003206,25.373086138759007
8.0,30.0,10.118045552025352,2.5687659516796786,25.387965872178572
8.0,31.0,8.734011774531009,2.2186875262588743,25.402845605598138
9.0,1.0,10.604235858413983,2.695355544793291,25.417725339017693
9.0,2.0,10.269732138014865,2.6118604166584873,25.432605072437255
9.0,3.0,11.4234163695577,2.906972144952956,25.447484805856817
9.0,4.0,19.834297252002763,5.050281070108621,25.46236453927638
9.0,5.0,5.8758688151719864,1.4970094511845322,25.47724427269595
9.0,6.0,13.03888010157969,3.3238874845034143,25.49212400611551
9.0,7.0,4.1168675293564405,1.0500895546646523,25.50700373953507
9.0,8.0,19.93011075463071,5.08653964282765,25.521883472954634
9.0,9.0,15.507811302317698,3.960193050764204,25.53676320637419
9.0,10.0,15.670925220001052,4.004178857576758,25.55164293979375
9.0,11.0,19.099330342905883,4.883034622550944,25.566522673213317
9.0,12.0,20.31760731555206,5.197528886790853,25.581402406632883
9.0,13.0,19.272709409825676,4.933097076571416,25.596282140052445
9.0,14.0,18.498759925007572,4.737747348978658,25.611161873472003
9.0,15.0,17.908329958437633,4.589785956273481,25.629335437339158
9.0,16.0,8.955609226810976,2.2981550977187895,25.661627696289568
9.0,17.0,2.629351829009686,0.6755572762685166,25.692920544716802
9.0,18.0,15.484775047076631,3.9832879630601394,25.72389944929903
9.0,19.0,7.33064482334823,1.8879986568084297,25.754878353881253
9.0,20.0,18.189745705103345,4.690381863195439,25.785857258463476
9.0,21.0,18.237549160530147,4.708358186928986,25.816836163045707
9.0,22.0,17.881336860081586,4.621885192744802,25.84753717750673
9.0,23.0,0.7989522059205495,0.20674841316321396,25.877444436741904
9.0,24.0,8.546501930452397,2.214172312825774,25.90735169597709
9.0,25.0,7.616833749489603,1.9755978937931233,25.93725895521228
9.0,26.0,7.393101333196195,1.919778911593588,25.96716621444747
9.0,27.0,14.766070244524155,3.838746130644536,25.99707347368265
9.0,28.0,17.531264154307983,4.562858743678669,26.026980732917835
9.0,29.0,16.473375287624727,4.292448947223388,26.05688799215301
9.0,30.0,16.578514988995146,4.324803260899867,26.086795251388203
10.0,1.0,16.926173791570008,4.420558455575442,26.116702510623384
10.0,2.0,16.560577617437403,4.330029605265898,26.146609769858564
10.0,3.0,16.100479740572027,4.214544821056626,26.176517029093752
10.0,4.0,15.591179385360347,4.085890621282008,26.20642428832894
10.0,5.0,2.167738007094592,0.5687260509423981,26.235921918657446
10.0,6.0,9.081189567259457,2.3851950367429766,26.265226808416756
10.0,7.0,8.115779222052176,2.134007453112792,26.294547876737113
10.0,8.0,1.3181469298295359,0.3469872703116256,26.323868945057463
10.0,9.0,2.7785648711557576,0.7322404801406434,26.35319001337782
10.0,10.0,5.467588885474195,1.4424872436119272,26.38251108169817
10.0,11.0,6.243455644116428,1.6490110250848886,26.41183215001852
10.0,12.0,11.676884241283483,3.0875028533658333,26.44115321833888
10.0,13.0,14.301553793875607,3.7856891196005793,26.470474286659222
10.0,14.0,2.4239428058219348,0.6424332119432314,26.50364564709227
10.0,15.0,2.21739278965339,0.5884787766832873,26.539221171332255
10.0,16.0,11.422120912985465,3.035405410948326,26.574796695572232
10.0,17.0,1.6267651542552823,0.4328882626895329,26.61037221981221
10.0,18.0,8.43117682739591,2.2465669716365517,26.645947744052194
10.0,19.0,4.068481425791556,1.085532818288719,26.68152326829217
10.0,20.0,5.715929095543122,1.5271304233673457,26.717098792532155
10.0,21.0,8.054681848194319,2.154842802099588,26.75267431677213
10.0,22.0,4.642790881858875,1.2437224210280848,26.78824984101211
10.0,23.0,7.120108884514131,1.9098855729978697,26.823825365252095
10.0,24.0,5.648845975386342,1.5172461861589563,26.859400889492072
10.0,25.0,1.1207182970639777,0.3014169216597365,26.894976413732067
10.0,26.0,12.297310311315393,3.311733540362383,26.93055193797204
10.0,27.0,13.017242773973498,3.5102462784952766,26.966127462212015
10.0,28.0,0.745805641764879,0.20135776717380938,26.9986918706213
10.0,29.0,1.3777763117741333,0.37242576157699847,27.03093081179729
10.0,30.0,11.80736816934657,3.195448091028796,27.06316975297328
10.0,31.0,10.56927583575844,2.8635412551297827,27.093069569077986
11.0,1.0,0.851267003055985,0.23077342800751158,27.109406000591143
11.0,2.0,11.791117160293496,3.1984280707688635,27.125742432104293
11.0,3.0,11.07129775831611,3.0048302071174517,27.140722548631658
11.0,4.0,3.5557543830218066,0.9655318778021467,27.154065601730437
11.0,5.0,1.2128529552284808,0.32950071872909414,27.16740865482921
11.0,6.0,0.7441022543427845,0.2022780048069808,27.184167717061865
11.0,7.0,7.0586415985811986,1.922489490998761,27.23596975635065
11.0,8.0,10.071711199002491,2.74834556789966,27.28777179563943
11.0,9.0,0.8301020739853884,0.22694636942250573,27.33957383492822
11.0,10.0,10.96289287345172,3.0028871936549097,27.391375874217005
11.0,11.0,0.5474465028438594,0.1502367177567059,27.443177913505792
11.0,12.0,7.153971752049489,1.966983099054594,27.49497995279458
11.0,13.0,1.098911639429696,0.3027147935993276,27.546781992083364
11.0,14.0,3.937701866593695,1.0867499585567708,27.598584031372155
11.0,15.0,0.6577567222208879,0.1818722730998004,27.650386070660947
11.0,16.0,8.110543143309021,2.2467979182980944,27.702188109949727
11.0,17.0,4.027947217938241,1.1179160740831062,27.75399014923852
11.0,18.0,2.8871366539668477,0.8027912182008223,27.805792188527306
11.0,19.0,1.2980600238318118,0.361608294272559,27.857594227816094
11.0,20.0,6.231680820790546,1.7392244943756072,27.909396267104878
11.0,21.0,7.602766131510333,2.1264167343249816,27.968987833413163
11.0,22.0,2.5418812627334693,0.7124857222691328,28.029858542760774
11.0,23.0,11.491783806546321,3.2281340461145813,28.09080035316769
11.0,24.0,-0.6300932902551304,-0.17739271795135644,28.15340532820601
11.0,25.0,0.6889188747722249,0.19441498641084914,28.220301915102553
11.0,26.0,1.6735489832849928,0.4734140137004025,28.28802852075132
11.0,27.0,4.508647439851727,1.2784719134768345,28.355996571754098
11.0,28.0,2.5129875691952597,0.7142906976423385,28.423964622756877
11.0,29.0,0.7621791507356068,0.21715957048102227,28.49193267375966
11.0,30.0,0.07325489458595433,0.020921591192008628,28.559990851478297
12.0,1.0,8.818665716152587,2.5246629229767854,28.628627098910457
12.0,2.0,9.2519908756829,2.6550681863743124,28.69726334634262
12.0,3.0,9.29828681205261,2.6747358482962564,28.765899593774787
12.0,4.0,1.3428636605978208,0.3872085035136223,28.83453584120695
12.0,5.0,0.641756763917381,0.18548806186552202,28.903172088639106
12.0,6.0,2.89361443411737,0.8383324278373778,28.971808336071277
12.0,7.0,5.72948027168057,1.664001985769594,29.04280854223989
12.0,8.0,1.033692213862469,0.30102646373034714,29.12147926562579
12.0,9.0,2.938541587427409,0.8580625614201762,29.200286464939236
12.0,10.0,0.294286671578909,0.08616493913581415,29.27925300643804
12.0,11.0,0.7154032876746047,0.21002966784866864,29.35821954793684
12.0,12.0,4.364017104545864,1.2846438360399672,29.43718608943564
12.0,13.0,4.632069469206851,1.3671685929546569,29.515286893759757
12.0,14.0,7.03582569610644,2.0821072259109497,29.59293359218902
12.0,15.0,2.085621418895861,0.6188159776518285,29.67058029061828
12.0,16.0,0.6852049632726931,0.20383632781458053,29.748226989047534
12.0,17.0,0.3831858803180287,0.11429376396862889,29.827237860061473
12.0,18.0,0.35160971709244254,0.10515854792796804,29.90774794210837
12.0,19.0,2.6108722142915073,0.7829550963027133,29.988258024155268
12.0,20.0,1.1978908554827412,0.36019102350050664,30.068768106202157
12.0,21.0,1.8757183400385642,0.5655155403662341,30.149278188249056
12.0,22.0,0.5657592203118017,0.17102781441993492,30.22978827029596
12.0,23.0,-0.12577198594512912,-0.03812186418363534,30.31029835234284
12.0,24.0,7.793192283632426,2.368414137842373,30.390808434389733
12.0,25.0,6.551319942652828,1.9962735667565763,30.471318516436625
12.0,26.0,0.07712213083805408,0.023562221225140484,30.551828598483517
12.0,27.0,1.965244311012636,0.6020002932492472,30.632338680530417
12.0,28.0,1.1698525905714332,0.359295056887297,30.712848762577305
12.0,29.0,8.706273723537373,2.680954109684089,30.79335884462421
12.0,30.0,8.753119934249343,2.702426775494461,30.873868926671094
12.0,31.0,8.114571880474372,2.511815334816892,30.954379008717993
