AC System Output (W),Ambient Temperature (C),Beam Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),Day,Diffuse Irradiance (W/m^2),Hour,Month,Plane of Array Irradiance (W/m^2),Size,Wind Speed (m/s)
1186.846,10,759,48.095,1233.372,28,162,14,4,807.713,2,0
956.867,10,694,41.431,994.137,28,153,15,4,634.764,2,0
664.413,9,616,31.974,691.498,28,128,16,4,434.204,2,0
328.458,8,473,20.949,345.997,28,97,17,4,224.688,2,0
74.929,7,234,9.806,86.763,28,51,18,4,55.878,2,0
0.0,7,0,7.0,0.0,28,0,19,4,0.0,2,1
0.0,7,0,7.0,0.0,28,0,20,4,0.0,2,1
0.0,6,0,6.0,0.0,28,0,21,4,0.0,2,1
0.0,6,0,6.0,0.0,28,0,22,4,0.0,2,1
0.0,6,0,6.0,0.0,28,0,23,4,0.0,2,1
0.0,6,0,6.0,0.0,29,0,0,4,0.0,2,1
0.0,6,0,6.0,0.0,29,0,1,4,0.0,2,1
0.0,6,0,6.0,0.0,29,0,2,4,0.0,2,1
0.0,6,0,6.0,0.0,29,0,3,4,0.0,2,1
0.0,6,0,6.0,0.0,29,0,4,4,0.0,2,1
26.776,6,0,3.54,37.67,29,21,5,4,19.913,2,1
152.365,7,37,7.538,165.806,29,89,6,4,91.503,2,1
292.651,7,44,11.189,309.306,29,157,7,4,170.694,2,1
566.209,8,147,18.933,590.267,29,243,8,4,336.281,2,1
554.598,9,59,25.287,578.312,29,290,9,4,337.296,2,0
946.226,11,254,37.602,983.094,29,355,10,4,608.444,2,0
1064.252,12,319,44.22,1105.706,29,370,11,4,707.44,2,0
1144.165,13,411,48.218,1188.89,29,339,12,4,776.688,2,0
1077.434,14,404,48.096,1119.418,29,324,13,4,731.072,2,0
964.371,14,409,44.83,1001.925,29,283,14,4,644.352,2,0
933.357,14,703,43.537,969.742,29,138,15,4,626.041,2,0
642.888,13,617,35.382,669.293,29,120,16,4,427.534,2,0
326.685,11,481,19.635,344.179,29,92,17,4,222.824,2,1
72.392,10,255,10.857,84.176,29,49,18,4,55.745,2,1
0.0,10,0,10.0,0.0,29,0,19,4,0.0,2,1
0.0,9,0,9.0,0.0,29,0,20,4,0.0,2,1
0.0,9,0,9.0,0.0,29,0,21,4,0.0,2,1
0.0,9,0,9.0,0.0,29,0,22,4,0.0,2,1
0.0,9,0,9.0,0.0,29,0,23,4,0.0,2,1
0.0,8,0,8.0,0.0,30,0,0,4,0.0,2,1
0.0,8,0,8.0,0.0,30,0,1,4,0.0,2,1
0.0,8,0,8.0,0.0,30,0,2,4,0.0,2,1
0.0,8,0,8.0,0.0,30,0,3,4,0.0,2,1
0.0,8,0,8.0,0.0,30,0,4,4,0.0,2,1
32.56,9,214,6.756,43.565,30,30,5,4,23.35,2,1
130.941,10,0,10.113,143.925,30,83,6,4,78.278,2,1
488.423,11,404,23.174,510.223,30,136,7,4,309.569,2,0
720.537,13,390,33.714,749.44,30,208,8,4,460.793,2,0
1130.313,15,822,48.052,1174.461,30,114,9,4,770.622,2,0
1061.692,16,447,49.729,1103.043,30,295,10,4,726.879,2,0
1355.624,17,864,58.391,1409.651,30,126,11,4,973.268,2,0
1359.536,17,874,60.345,1413.744,30,122,12,4,986.773,2,0
1285.816,18,860,59.514,1336.667,30,120,13,4,929.122,2,0
1146.741,19,847,56.471,1191.573,30,108,14,4,816.588,2,0
937.569,19,807,50.319,974.112,30,97,15,4,652.376,2,0
221.006,8,0,13.063,235.971,30,136,16,4,130.025,2,2
10.72,7,0,5.502,21.311,30,12,17,4,11.361,2,2
52.715,6,0,4.583,64.11,30,36,18,4,34.042,2,2
0.0,5,0,5.0,0.0,30,0,19,4,0.0,2,2
0.0,5,0,5.0,0.0,30,0,20,4,0.0,2,2
0.0,4,0,4.0,0.0,30,0,21,4,0.0,2,1
0.0,4,0,4.0,0.0,30,0,22,4,0.0,2,1
0.0,4,0,4.0,0.0,30,0,23,4,0.0,2,1
0.0,3,0,3.0,0.0,1,0,0,5,0.0,2,1
0.0,3,0,3.0,0.0,1,0,1,5,0.0,2,1
0.0,3,0,3.0,0.0,1,0,2,5,0.0,2,1
0.0,4,0,4.0,0.0,1,0,3,5,0.0,2,1
0.0,4,0,4.0,0.0,1,0,4,5,0.0,2,1
0.0,4,0,-1.137,1.823,1,1,5,5,0.945,2,0
78.396,5,0,2.157,90.299,1,50,6,5,47.454,2,0
139.847,6,0,6.084,153.021,1,86,7,5,81.778,2,0
297.761,7,5,12.959,314.541,1,177,8,5,173.315,2,0
437.228,8,21,19.21,457.609,1,250,9,5,259.348,2,0
1045.094,9,312,31.518,1085.784,1,347,10,5,652.205,2,1
1389.359,10,687,43.424,1444.957,1,224,11,5,920.769,2,1
1491.315,10,891,47.619,1551.812,1,128,12,5,1010.644,2,1
1408.182,11,875,47.215,1464.669,1,128,13,5,952.363,2,1
1262.593,11,853,43.415,1312.411,1,119,14,5,838.887,2,1
1025.745,11,812,37.355,1065.671,1,107,15,5,667.298,2,1
712.828,10,737,28.545,741.477,1,93,16,5,460.105,2,1
351.17,9,588,18.577,369.283,1,78,17,5,241.923,2,1
78.454,8,295,9.188,90.358,1,51,18,5,60.908,2,1
0.0,7,0,7.0,0.0,1,0,19,5,0.0,2,2
0.0,7,0,7.0,0.0,1,0,20,5,0.0,2,2
0.0,7,0,7.0,0.0,1,0,21,5,0.0,2,2
0.0,6,0,6.0,0.0,1,0,22,5,0.0,2,2
0.0,6,0,6.0,0.0,1,0,23,5,0.0,2,2
0.0,6,0,6.0,0.0,2,0,0,5,0.0,2,2
0.0,6,0,6.0,0.0,2,0,1,5,0.0,2,1
0.0,6,0,6.0,0.0,2,0,2,5,0.0,2,1
0.0,6,0,6.0,0.0,2,0,3,5,0.0,2,1
0.0,6,0,6.0,0.0,2,0,4,5,0.0,2,1
3.879,6,0,3.054,14.342,2,8,5,5,7.566,2,1
42.498,6,0,3.928,53.694,2,30,6,5,28.431,2,1
122.412,6,0,5.922,135.218,2,76,7,5,72.213,2,2
240.759,7,0,9.333,256.18,2,145,8,5,138.856,2,2
496.478,7,29,14.418,518.506,2,265,9,5,287.582,2,2
868.946,7,146,22.305,902.968,2,371,10,5,519.07,2,2
1528.713,7,848,36.931,1591.063,2,139,11,5,981.116,2,2
1528.462,7,851,39.163,1590.799,2,139,12,5,991.91,2,2
712.192,6,65,21.807,740.821,2,358,13,5,424.785,2,2
406.045,6,12,15.194,425.587,2,234,14,5,236.792,2,1
285.116,5,1,10.087,301.59,2,170,15,5,164.021,2,1
89.942,4,0,4.242,102.079,2,57,16,5,54.123,2,1
44.636,4,0,2.318,55.874,2,31,17,5,29.383,2,1
9.347,3,0,0.854,19.912,2,11,18,5,10.407,2,2
0.0,3,0,3.0,0.0,2,0,19,5,0.0,2,3
0.0,3,0,3.0,0.0,2,0,20,5,0.0,2,3
0.0,3,0,3.0,0.0,2,0,21,5,0.0,2,4
0.0,3,0,3.0,0.0,2,0,22,5,0.0,2,4
0.0,4,0,4.0,0.0,2,0,23,5,0.0,2,3
0.0,4,0,4.0,0.0,3,0,0,5,0.0,2,3
0.0,5,0,5.0,0.0,3,0,1,5,0.0,2,3
0.0,5,0,5.0,0.0,3,0,2,5,0.0,2,4
0.0,4,0,4.0,0.0,3,0,3,5,0.0,2,4
0.0,4,0,4.0,0.0,3,0,4,5,0.0,2,4
43.355,4,54,2.745,54.568,3,33,5,5,28.748,2,4
12.761,4,0,2.411,23.39,3,13,6,5,12.305,2,4
372.773,5,103,8.615,391.441,3,174,7,5,215.276,2,4
735.487,5,302,14.733,764.885,3,234,8,5,429.143,2,4
1061.099,6,458,21.57,1102.427,3,253,9,5,633.551,2,4
1516.373,7,917,30.866,1578.109,3,106,10,5,945.458,2,4
1227.162,7,364,26.98,1275.425,3,368,11,5,749.277,2,4
1629.454,7,917,33.174,1696.944,3,118,12,5,1027.12,2,4
1532.316,7,886,32.396,1594.845,3,126,13,5,962.152,2,4
1362.349,7,851,29.353,1416.687,3,124,14,5,844.349,2,4
878.7,7,419,21.133,913.075,3,228,15,5,526.387,2,4
651.276,6,494,15.761,677.945,3,144,16,5,392.194,2,4
374.819,5,574,10.627,393.541,3,85,17,5,246.807,2,4
82.75,5,341,5.631,94.741,3,51,18,5,65.024,2,3
0.0,4,0,4.0,0.0,3,0,19,5,0.0,2,3
0.0,4,0,4.0,0.0,3,0,20,5,0.0,2,3
0.0,4,0,4.0,0.0,3,0,21,5,0.0,2,3
0.0,3,0,3.0,0.0,3,0,22,5,0.0,2,3
0.0,3,0,3.0,0.0,3,0,23,5,0.0,2,2
0.0,3,0,3.0,0.0,4,0,0,5,0.0,2,2
0.0,2,0,2.0,0.0,4,0,1,5,0.0,2,2
0.0,2,0,2.0,0.0,4,0,2,5,0.0,2,2
0.0,2,0,2.0,0.0,4,0,3,5,0.0,2,2
0.0,2,0,2.0,0.0,4,0,4,5,0.0,2,2
43.763,3,256,0.814,54.983,4,37,5,5,28.731,2,1
270.448,4,556,8.388,286.569,4,71,6,5,189.351,2,1
515.368,4,373,14.229,537.936,4,148,7,5,311.499,2,1
996.037,5,813,26.931,1034.805,4,101,8,5,619.737,2,1
1256.156,6,863,35.874,1305.69,4,111,9,5,804.81,2,1
1427.262,6,887,41.064,1484.656,4,121,10,5,935.54,2,1
1519.133,6,899,44.103,1581.005,4,126,11,5,1011.005,2,1
1355.231,7,595,41.677,1409.24,4,275,12,5,889.931,2,1
1323.644,7,642,40.17,1376.203,4,235,13,5,862.792,2,1
125.029,7,0,13.537,137.889,4,80,14,5,76.141,2,1
434.662,7,29,14.172,454.972,4,235,15,5,252.254,2,1
5.527,6,0,5.196,16.022,4,9,16,5,8.53,2,1
189.47,6,15,7.175,203.723,4,112,17,5,110.23,2,1
69.022,5,412,5.058,80.738,4,40,18,5,60.847,2,1
0.0,5,0,5.0,0.0,4,0,19,5,0.0,2,1
0.0,4,0,4.0,0.0,4,0,20,5,0.0,2,1
0.0,4,0,4.0,0.0,4,0,21,5,0.0,2,1
0.0,4,0,4.0,0.0,4,0,22,5,0.0,2,1
0.0,4,0,4.0,0.0,4,0,23,5,0.0,2,1
0.0,3,0,3.0,0.0,5,0,0,5,0.0,2,1
0.0,3,0,3.0,0.0,5,0,1,5,0.0,2,1
0.0,3,0,3.0,0.0,5,0,2,5,0.0,2,2
0.0,2,0,2.0,0.0,5,0,3,5,0.0,2,2
0.0,2,0,2.0,0.0,5,0,4,5,0.0,2,2
43.415,3,299,1.292,54.629,5,36,5,5,28.603,2,2
151.665,4,6,4.422,165.091,5,92,6,5,87.973,2,1
329.323,5,58,9.911,346.884,5,171,7,5,190.585,2,1
840.317,7,521,24.429,873.317,5,177,8,5,514.482,2,1
1034.814,8,495,32.033,1075.097,5,239,9,5,649.321,2,1
1159.974,9,464,36.848,1205.361,5,294,10,5,743.319,2,1
1177.071,10,392,38.904,1223.181,5,354,11,5,761.667,2,1
1111.816,10,301,37.49,1155.201,5,389,12,5,714.224,2,1
984.779,10,258,40.997,1023.113,5,377,13,5,643.966,2,0
1248.381,10,869,47.388,1297.572,5,115,14,5,846.597,2,0
657.798,10,207,34.173,684.673,5,274,15,5,418.584,2,0
720.833,9,744,31.369,749.746,5,96,16,5,470.715,2,0
364.276,8,615,22.533,382.725,5,79,17,5,254.493,2,0
84.876,7,385,8.627,96.91,5,50,18,5,69.428,2,1
0.0,7,0,7.0,0.0,5,0,19,5,0.0,2,1
0.0,7,0,7.0,0.0,5,0,20,5,0.0,2,1
0.0,6,0,6.0,0.0,5,0,21,5,0.0,2,1
0.0,6,0,6.0,0.0,5,0,22,5,0.0,2,1
0.0,5,0,5.0,0.0,5,0,23,5,0.0,2,1
0.0,5,0,5.0,0.0,6,0,0,5,0.0,2,1
0.0,4,0,4.0,0.0,6,0,1,5,0.0,2,1
0.0,4,0,4.0,0.0,6,0,2,5,0.0,2,1
0.0,3,0,3.0,0.0,6,0,3,5,0.0,2,1
0.0,3,0,3.0,0.0,6,0,4,5,0.0,2,1
47.382,4,260,1.918,58.673,6,39,5,5,30.802,2,1
273.607,5,530,11.009,289.803,6,76,6,5,191.116,2,0
630.233,6,708,23.573,656.242,6,92,7,5,404.638,2,0
667.424,7,253,27.041,694.604,6,246,8,5,411.797,2,0
863.089,8,275,33.058,896.9,6,311,9,5,543.743,2,0
1055.736,9,359,40.292,1096.849,6,340,10,5,688.114,2,0
318.918,10,6,24.396,336.219,6,196,11,5,195.106,2,0
265.236,10,2,17.081,281.233,6,162,12,5,157.788,2,0
1404.637,11,876,48.5,1460.955,6,127,13,5,956.328,2,0
1225.964,11,852,50.367,1274.175,6,121,14,5,844.471,2,0
1007.593,10,809,43.056,1046.809,6,111,15,5,674.179,2,0
713.443,10,758,34.682,742.112,6,91,16,5,473.656,2,0
363.732,9,639,23.619,382.166,6,73,17,5,256.489,2,0
80.749,8,426,11.971,92.7,6,47,18,5,70.081,2,0
0.0,8,0,8.0,0.0,6,0,19,5,0.0,2,0
0.0,7,0,7.0,0.0,6,0,20,5,0.0,2,0
0.0,7,0,7.0,0.0,6,0,21,5,0.0,2,0
0.0,6,0,6.0,0.0,6,0,22,5,0.0,2,0
0.0,5,0,5.0,0.0,6,0,23,5,0.0,2,0
0.0,4,0,4.0,0.0,7,0,0,5,0.0,2,0
0.0,4,0,4.0,0.0,7,0,1,5,0.0,2,1
0.0,3,0,3.0,0.0,7,0,2,5,0.0,2,1
0.0,3,0,3.0,0.0,7,0,3,5,0.0,2,1
0.0,3,0,3.0,0.0,7,0,4,5,0.0,2,2
45.879,4,337,1.886,57.141,7,36,5,5,29.994,2,1
279.598,6,602,10.762,295.938,7,66,6,5,198.66,2,1
647.541,8,739,21.873,674.092,7,85,7,5,412.794,2,1
954.71,10,822,37.927,991.898,7,98,8,5,626.353,2,0
1192.61,11,874,46.855,1239.382,7,106,9,5,807.751,2,0
1355.686,11,903,52.586,1409.716,7,112,10,5,943.532,2,0
1433.335,12,919,56.785,1491.02,7,114,11,5,1020.251,2,0
1443.141,12,923,57.634,1501.296,7,114,12,5,1032.06,2,0
1369.424,13,910,56.802,1424.091,7,114,13,5,974.96,2,0
1229.242,13,889,52.711,1277.596,7,108,14,5,857.503,2,0
1019.092,12,849,45.524,1058.757,7,100,15,5,690.765,2,0
719.552,12,786,37.033,748.423,7,86,16,5,483.487,2,0
369.213,11,671,25.924,387.789,7,70,17,5,263.812,2,0
80.503,10,460,14.167,92.449,7,46,18,5,72.363,2,0
0.0,8,0,8.0,0.0,7,0,19,5,0.0,2,0
0.0,7,0,7.0,0.0,7,0,20,5,0.0,2,0
0.0,6,0,6.0,0.0,7,0,21,5,0.0,2,1
0.0,5,0,5.0,0.0,7,0,22,5,0.0,2,1
0.0,5,0,5.0,0.0,7,0,23,5,0.0,2,1
0.0,4,0,4.0,0.0,8,0,0,5,0.0,2,1
0.0,4,0,4.0,0.0,8,0,1,5,0.0,2,2
0.0,3,0,3.0,0.0,8,0,2,5,0.0,2,2
0.0,3,0,3.0,0.0,8,0,3,5,0.0,2,2
0.0,3,0,3.0,0.0,8,0,4,5,0.0,2,2
50.858,4,325,1.992,62.216,8,38,5,5,32.673,2,1
282.338,6,585,10.799,298.744,8,69,6,5,199.07,2,1
637.192,8,734,25.93,663.418,8,87,7,5,413.592,2,0
954.051,10,814,37.929,991.214,8,101,8,5,625.712,2,0
1188.485,11,863,46.736,1235.081,8,110,9,5,804.365,2,0
1345.874,12,894,53.359,1399.451,8,116,10,5,940.558,2,0
1429.39,12,909,56.657,1486.886,8,119,11,5,1016.692,2,0
1430.026,13,910,58.315,1487.552,8,120,12,5,1026.488,2,0
1364.402,13,902,56.627,1418.835,8,116,13,5,970.405,2,0
1222.555,13,876,52.497,1270.617,8,112,14,5,851.78,2,0
1006.104,13,830,46.16,1045.263,8,105,15,5,684.039,2,0
714.752,12,765,36.828,743.465,8,91,16,5,479.242,2,0
367.406,12,648,26.765,385.935,8,74,17,5,262.213,2,0
83.192,11,433,15.172,95.192,8,48,18,5,73.228,2,0
0.0,9,0,9.0,0.0,8,0,19,5,0.0,2,1
0.0,8,0,8.0,0.0,8,0,20,5,0.0,2,0
0.0,7,0,7.0,0.0,8,0,21,5,0.0,2,0
0.0,6,0,6.0,0.0,8,0,22,5,0.0,2,0
0.0,5,0,5.0,0.0,8,0,23,5,0.0,2,0
0.0,5,0,5.0,0.0,9,0,0,5,0.0,2,0
0.0,4,0,4.0,0.0,9,0,1,5,0.0,2,0
0.0,4,0,4.0,0.0,9,0,2,5,0.0,2,1
0.0,3,0,3.0,0.0,9,0,3,5,0.0,2,1
0.0,3,0,3.0,0.0,9,0,4,5,0.0,2,1
56.925,4,235,0.754,68.402,9,45,5,5,37.838,2,0
283.481,6,485,12.251,299.915,9,88,6,5,194.513,2,0
629.871,8,673,25.6,655.868,9,105,7,5,406.268,2,0
944.505,9,752,36.526,981.309,9,126,8,5,614.356,2,0
1180.439,10,797,45.355,1226.692,9,144,9,5,792.88,2,0
1340.544,11,834,52.053,1393.876,9,151,10,5,930.157,2,0
1322.48,12,664,53.683,1374.987,9,245,11,5,924.952,2,0
1412.25,13,819,57.139,1468.929,9,178,12,5,1007.022,2,0
1362.598,13,862,56.428,1416.948,9,142,13,5,968.019,2,0
1042.221,13,525,47.763,1082.797,9,248,14,5,707.16,2,0
774.609,13,356,38.866,805.325,9,253,15,5,504.973,2,0
635.85,13,552,33.92,662.034,9,134,16,5,417.265,2,0
277.431,12,193,22.762,293.719,9,128,17,5,179.75,2,0
91.166,10,102,12.333,103.327,9,60,18,5,61.608,2,0
0.0,9,0,9.0,0.0,9,0,19,5,0.0,2,1
0.0,8,0,8.0,0.0,9,0,20,5,0.0,2,1
0.0,8,0,8.0,0.0,9,0,21,5,0.0,2,0
0.0,7,0,7.0,0.0,9,0,22,5,0.0,2,0
0.0,7,0,7.0,0.0,9,0,23,5,0.0,2,0
0.0,7,0,7.0,0.0,10,0,0,5,0.0,2,0
0.0,6,0,6.0,0.0,10,0,1,5,0.0,2,0
0.0,6,0,6.0,0.0,10,0,2,5,0.0,2,0
0.0,5,0,5.0,0.0,10,0,3,5,0.0,2,1
0.0,5,0,5.0,0.0,10,0,4,5,0.0,2,1
64.707,6,72,4.38,76.337,10,47,5,5,41.295,2,1
223.93,6,156,8.546,238.962,10,109,6,5,138.654,2,1
434.019,7,177,14.854,454.312,10,184,7,5,258.489,2,1
647.061,8,200,21.418,673.597,10,260,8,5,388.291,2,1
1204.279,10,755,37.341,1251.552,10,157,9,5,776.45,2,1
1365.692,11,806,44.729,1420.185,10,157,10,5,911.73,2,1
1451.482,12,829,48.73,1510.039,10,158,11,5,989.204,2,1
1408.084,12,836,56.426,1464.566,10,155,12,5,1000.079,2,0
1336.689,13,827,55.676,1389.845,10,151,13,5,945.558,2,0
1194.736,13,803,51.561,1241.6,10,141,14,5,827.944,2,0
982.291,13,762,45.321,1020.53,10,128,15,5,664.352,2,0
696.486,12,685,36.096,724.602,10,113,16,5,463.546,2,0
376.149,11,573,21.116,394.905,10,89,17,5,257.046,2,1
95.199,10,373,11.941,107.442,10,56,18,5,76.951,2,1
0.0,9,0,9.0,0.0,10,0,19,5,0.0,2,1
0.0,9,0,9.0,0.0,10,0,20,5,0.0,2,1
0.0,8,0,8.0,0.0,10,0,21,5,0.0,2,1
0.0,7,0,7.0,0.0,10,0,22,5,0.0,2,1
0.0,7,0,7.0,0.0,10,0,23,5,0.0,2,1
0.0,7,0,7.0,0.0,11,0,0,5,0.0,2,0
0.0,6,0,6.0,0.0,11,0,1,5,0.0,2,0
0.0,6,0,6.0,0.0,11,0,2,5,0.0,2,0
0.0,6,0,6.0,0.0,11,0,3,5,0.0,2,0
0.0,6,0,6.0,0.0,11,0,4,5,0.0,2,0
58.26,7,263,4.015,69.763,11,46,5,5,40.384,2,0
289.795,8,513,14.675,306.382,11,85,6,5,201.449,2,0
628.224,9,647,26.637,654.171,11,114,7,5,405.94,2,0
936.312,10,734,37.342,972.809,11,132,8,5,611.132,2,0
1173.063,11,798,46.188,1219.003,11,140,9,5,791.268,2,0
1339.705,12,862,53.085,1392.999,11,130,10,5,934.758,2,0
1407.627,13,878,57.086,1464.087,11,133,11,5,1003.458,2,0
1410.2,14,885,58.743,1466.782,11,130,12,5,1014.557,2,0
1348.771,14,884,57.174,1402.482,11,122,13,5,962.086,2,0
1203.245,15,860,54.009,1250.474,11,116,14,5,845.061,2,0
995.972,14,813,46.864,1034.738,11,109,15,5,679.325,2,0
707.127,14,745,38.579,735.59,11,96,16,5,477.43,2,0
377.819,13,615,23.368,396.618,11,81,17,5,262.57,2,1
96.685,11,393,13.087,108.958,11,55,18,5,79.34,2,1
7.055,10,0,7.891,17.577,11,10,19,5,9.468,2,1
0.0,10,0,10.0,0.0,11,0,20,5,0.0,2,2
0.0,9,0,9.0,0.0,11,0,21,5,0.0,2,1
0.0,8,0,8.0,0.0,11,0,22,5,0.0,2,1
0.0,7,0,7.0,0.0,11,0,23,5,0.0,2,1
0.0,7,0,7.0,0.0,12,0,0,5,0.0,2,1
0.0,7,0,7.0,0.0,12,0,1,5,0.0,2,1
0.0,7,0,7.0,0.0,12,0,2,5,0.0,2,1
0.0,7,0,7.0,0.0,12,0,3,5,0.0,2,1
0.0,7,0,7.0,0.0,12,0,4,5,0.0,2,1
69.234,7,65,5.52,80.955,12,50,5,5,44.128,2,1
268.908,8,503,14.122,284.993,12,73,6,5,188.494,2,0
629.867,8,627,25.461,655.864,12,120,7,5,403.977,2,0
801.919,9,453,32.635,833.574,12,210,8,5,509.36,2,0
1178.22,10,776,44.383,1224.379,12,150,9,5,787.227,2,0
1239.464,11,643,49.298,1288.264,12,232,10,5,846.961,2,0
1240.15,12,524,50.837,1288.98,12,309,11,5,853.868,2,0
1232.202,12,502,50.685,1280.684,12,319,12,5,847.65,2,0
1163.655,12,493,48.843,1209.197,12,301,13,5,792.769,2,0
777.816,12,170,38.571,808.641,12,351,14,5,503.123,2,0
769.884,12,324,35.807,800.439,12,263,15,5,493.976,2,0
552.033,11,311,29.384,575.67,12,193,16,5,350.422,2,0
282.067,10,176,20.007,298.467,12,133,17,5,179.261,2,0
108.836,9,305,12.251,121.359,12,66,18,5,81.819,2,0
4.084,9,21,6.82,14.551,12,9,19,5,7.801,2,1
0.0,9,0,9.0,0.0,12,0,20,5,0.0,2,1
0.0,8,0,8.0,0.0,12,0,21,5,0.0,2,1
0.0,7,0,7.0,0.0,12,0,22,5,0.0,2,1
0.0,7,0,7.0,0.0,12,0,23,5,0.0,2,1
0.0,6,0,6.0,0.0,13,0,0,5,0.0,2,1
0.0,6,0,6.0,0.0,13,0,1,5,0.0,2,0
0.0,6,0,6.0,0.0,13,0,2,5,0.0,2,0
0.0,5,0,5.0,0.0,13,0,3,5,0.0,2,0
0.0,5,0,5.0,0.0,13,0,4,5,0.0,2,0
60.547,7,280,4.115,72.096,13,47,5,5,42.87,2,0
291.906,9,530,15.851,308.544,13,82,6,5,204.429,2,0
632.993,10,698,27.904,659.088,13,96,7,5,412.617,2,0
943.242,11,782,38.657,979.998,13,110,8,5,620.066,2,0
1178.763,12,834,47.478,1224.945,13,120,9,5,800.556,2,0
1326.273,13,868,53.863,1378.952,13,124,10,5,929.227,2,0
1400.901,14,882,57.932,1457.044,13,128,11,5,1003.319,2,0
1408.265,14,881,58.691,1464.755,13,131,12,5,1012.85,2,0
1337.051,15,871,57.902,1390.223,13,128,13,5,957.514,2,0
1205.123,15,844,54.023,1252.432,13,124,14,5,846.342,2,0
989.515,15,796,47.725,1028.032,13,117,15,5,677.697,2,0
705.769,15,737,39.528,734.187,13,99,16,5,478.272,2,0
375.661,14,621,28.883,394.404,13,82,17,5,267.359,2,0
97.762,13,421,17.684,110.058,13,55,18,5,83.167,2,0
6.486,12,56,9.251,16.998,13,12,19,5,9.21,2,0
0.0,10,0,10.0,0.0,13,0,20,5,0.0,2,0
0.0,9,0,9.0,0.0,13,0,21,5,0.0,2,0
0.0,9,0,9.0,0.0,13,0,22,5,0.0,2,0
0.0,8,0,8.0,0.0,13,0,23,5,0.0,2,0
0.0,8,0,8.0,0.0,14,0,0,5,0.0,2,0
0.0,8,0,8.0,0.0,14,0,1,5,0.0,2,0
0.0,8,0,8.0,0.0,14,0,2,5,0.0,2,0
0.0,8,0,8.0,0.0,14,0,3,5,0.0,2,0
0.0,8,0,8.0,0.0,14,0,4,5,0.0,2,0
65.954,9,210,6.371,77.609,14,51,5,5,45.371,2,0
289.779,11,485,17.795,306.366,14,91,6,5,201.909,2,0
632.58,12,704,29.963,658.662,14,96,7,5,416.281,2,0
936.978,13,787,40.633,973.499,14,108,8,5,622.083,2,0
1168.049,14,835,49.334,1213.777,14,119,9,5,801.037,2,0
1312.773,15,869,55.64,1364.838,14,122,10,5,928.679,2,0
1385.471,16,882,59.653,1440.888,14,126,11,5,1001.774,2,0
1392.66,16,883,60.394,1448.414,14,127,12,5,1011.162,2,0
1331.714,16,877,58.811,1384.641,14,123,13,5,958.501,2,0
1190.786,17,855,55.748,1237.48,14,117,14,5,844.176,2,0
990.59,16,815,48.777,1029.148,14,108,15,5,682.28,2,0
707.003,16,754,40.631,735.462,14,93,16,5,481.964,2,0
377.149,15,641,30.003,395.931,14,78,17,5,270.469,2,0
95.981,14,440,18.748,108.24,14,53,18,5,83.685,2,0
15.524,12,0,9.573,26.205,14,15,19,5,14.219,2,0
0.0,11,0,11.0,0.0,14,0,20,5,0.0,2,0
0.0,10,0,10.0,0.0,14,0,21,5,0.0,2,0
0.0,9,0,9.0,0.0,14,0,22,5,0.0,2,0
0.0,9,0,9.0,0.0,14,0,23,5,0.0,2,0
0.0,8,0,8.0,0.0,15,0,0,5,0.0,2,0
0.0,8,0,8.0,0.0,15,0,1,5,0.0,2,1
0.0,7,0,7.0,0.0,15,0,2,5,0.0,2,1
0.0,7,0,7.0,0.0,15,0,3,5,0.0,2,1
0.0,7,0,7.0,0.0,15,0,4,5,0.0,2,1
59.011,9,345,7.592,70.529,15,45,5,5,44.785,2,1
268.775,10,398,14.276,284.856,15,91,6,5,181.932,2,1
648.995,11,775,24.921,675.591,15,66,7,5,419.089,2,1
952.041,11,801,38.935,989.128,15,103,8,5,626.708,2,0
945.535,12,395,41.36,982.377,15,292,9,5,620.932,2,0
1333.062,13,865,52.62,1386.051,15,124,10,5,927.716,2,0
1203.892,13,484,51.567,1251.149,15,325,11,5,832.045,2,0
1419.818,13,882,56.641,1476.858,15,126,12,5,1009.652,2,0
1324.775,14,807,56.481,1377.386,15,162,13,5,941.19,2,0
1046.389,14,520,48.678,1087.13,15,256,14,5,713.3,2,0
724.553,15,270,39.654,753.589,15,279,15,5,473.621,2,0
533.303,14,270,31.713,556.391,15,204,16,5,341.462,2,0
272.829,13,136,22.585,289.007,15,139,17,5,173.589,2,0
21.832,13,0,13.175,32.633,15,19,18,5,17.99,2,0
0.0,12,0,7.626,3.512,15,2,19,5,1.889,2,0
0.0,11,0,11.0,0.0,15,0,20,5,0.0,2,0
0.0,11,0,11.0,0.0,15,0,21,5,0.0,2,0
0.0,10,0,10.0,0.0,15,0,22,5,0.0,2,0
0.0,10,0,10.0,0.0,15,0,23,5,0.0,2,0
0.0,9,0,9.0,0.0,16,0,0,5,0.0,2,0
0.0,9,0,9.0,0.0,16,0,1,5,0.0,2,0
0.0,9,0,9.0,0.0,16,0,2,5,0.0,2,0
0.0,9,0,9.0,0.0,16,0,3,5,0.0,2,0
0.0,9,0,9.0,0.0,16,0,4,5,0.0,2,0
66.39,9,142,6.37,78.054,16,49,5,5,44.788,2,0
232.904,10,151,14.014,248.142,16,117,6,5,146.442,2,0
613.141,11,572,27.565,638.621,16,133,7,5,395.321,2,0
774.105,12,401,34.912,804.804,16,229,8,5,496.577,2,0
